"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Hungary",11,94,"tomhanks","Tom Hanks","I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?","person",NA,60,10086387,18.33
"Hungary",11,95,"VisitBudapest","Visit Budapest!","","other",NA,60,10086387,18.33
"Hungary",11,96,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,60,10086387,18.33
"Hungary",11,97,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,60,10086387,18.33
"Hungary",11,98,"welovebudapest","We Love Budapest","Daily updates on everything happening in Budapest: new venues, best events, and top things to see and do. Plus stunning images of the Hungarian capital.","other",NA,60,10086387,18.33
"Hungary",11,99,"FIFAcom","FIFA.com","Bringing you interviews, features and news on FIFA and our 211 Member Associations. https://t.co/Qgt2IiVKey","sports",NA,60,10086387,18.33
"Hungary",11,100,"BBC_Travel","BBC Travel","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel",NA,60,10086387,18.33
"Greenland",174,60,"KimKardashian","Kim Kardashian West","","person",NA,950,57475,18.32
"Serbia",59,85,"britneyspears","Britney Spears","My new album #Glory is out now!","person",NA,322,9863026,18.32
"Serbia",59,86,"selenagomez","Selena Gomez","#REVIVAL out NOW. https://t.co/zP4EExdSBG Get The Revival Tour Line: https://t.co/YHbGeHnygg","person",NA,322,9863026,18.32
"Serbia",59,87,"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,322,9863026,18.32
"South Korea",85,57,"wikitree","위키트리 WIKITREE","Wikid Voice 세상을 깨우는 재미진 목소리","channel",NA,464,47869837,18.32
"South Korea",85,58,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,464,47869837,18.32
"Indonesia",981,60,"google","Google","News and updates from Google","channel",NA,5360,226063044,18.3
"Saudi Arabia",166,67,"Skype","Skype","The latest news and updates from the team at Skype. Follow the link below to discover all the wonderful things Skype has to offer.","brand",NA,907,2361236,18.3
"Saudi Arabia",166,68,"AppStore","App Store","","brand",NA,907,2361236,18.3
"Belgium",62,82,"HillaryClinton","Hillary Clinton","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed -H","person",NA,339,10398049,18.29
"Canada",156,100,"TravelGov","Travel - State Dept","Official Twitter for U.S. Department of State Bureau of Consular Affairs. Currently on Duty: Kaitlin & Lori","other",NA,853,32270507,18.29
"Singapore",1792,35,"katyperry","KATY PERRY","Rising...","person",NA,9800,4327468,18.29
"Hong Kong",287,71,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,1570,7057418,18.28
"Mexico",130,100,"intel","Intel","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand",NA,711,104266392,18.28
"Morocco",152,74,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,832,30494991,18.27
"Morocco",152,75,"antanddec","antanddec","","person",NA,832,30494991,18.27
"Morocco",152,76,"wossy","Jonathan Ross","Former Drummer with ThrimbleWeed and the Vegetations","person",NA,832,30494991,18.27
"Australia",1311,68,"TEDTalks","TED Talks","The official feed for http://t.co/XyGsGk6F0m. Ideas worth spreading.","channel",NA,7180,20310208,18.26
"United States",1121,51,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,6140,299846449,18.26
"China",829,30,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,4542,1312978855,18.25
"Finland",25,90,"cnni","CNN International","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news",NA,137,5246004,18.25
"Finland",25,91,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,137,5246004,18.25
"Finland",25,92,"WhiteHouse","The White House","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","other",NA,137,5246004,18.25
"Finland",25,93,"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,137,5246004,18.25
"Finland",25,94,"POTUS","President Obama","Dad, husband, and 44th President of the United States. Tweets may be archived: http://t.co/eVVzoATsAR.","person",NA,137,5246004,18.25
"United Kingdom",1326,83,"CNTraveler","Conde Nast Traveler","At home in the world. 

Snapchat: CNTraveler","travel",NA,7266,60244834,18.25
"Argentina",147,79,"AirFranceFR","Air France FR","#FranceisintheAir ! @AirFranceFR vous delivre ici ses dernieres offres et est à votre service 24/7. (Donnees perso uniquement en DM)","airline",NA,806,38747148,18.24
"Argentina",147,80,"LouisVuitton","Louis Vuitton","The official Twitter page for Louis Vuitton Worldwide. Contact client services at @LVServices for customer assistance and personalised advice.","brand",NA,806,38747148,18.24
"Kuwait",54,68,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,296,2296000,18.24
"Kuwait",54,69,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,296,2296000,18.24
"Germany",150,67,"Icelandair","Icelandair","Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.","airline",NA,823,82652369,18.23
"Germany",150,68,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,823,82652369,18.23
"United Arab Emirates",202,95,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,1108,4104291,18.23
"Slovenia",84,75,"CNTraveler","Conde Nast Traveler","At home in the world. 

Snapchat: CNTraveler","travel",NA,461,1999425,18.22
"Slovenia",84,76,"Oprah","Oprah Winfrey","","person",NA,461,1999425,18.22
"Sweden",41,73,"Gatwick_Airport","Gatwick Airport LGW","We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.","airport",NA,225,9038049,18.22
"Sweden",41,74,"iata2press","IATA Communications","This account is for press and media. IATA is the trade association of airlines. Our 260 members comprise 83% of the total air traffic.","travel",NA,225,9038049,18.22
"Iraq",199,93,"ladygaga","JOANNE","Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.","person",NA,1094,27995984,18.19
"France",219,75,"cnni","CNN International","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news",NA,1205,60990544,18.17
"France",219,76,"francediplo","France Diplomatie","Ministere des Affaires etrangeres et du Developpement international - Quai d'Orsay. Aussi sur @francediplo_EN @francediplo_AR @francediplo_ES @ConseilsVoyages","other",NA,1205,60990544,18.17
"France",219,77,"Europe1","Europe 1","Toute l'info #Europe1 sur twitter RDV aussi / @ClubEurope1 @Europe1Sport @Europe1video https://t.co/pwuHXkuGVm https://t.co/jdB8KEoEjH #radio","news",NA,1205,60990544,18.17
"China",825,31,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,4542,1312978855,18.16
"Ukraine",63,97,"NancyAjram","Nancy Ajram","Passionate about my music and career.. Love my fans.. Love being home and creating in the kitchen.. My family is my priority.. Love nature..","",NA,347,46917544,18.16
"Ukraine",63,98,"Alwaleed_Talal","الوليد بن طلال","Chairman of the Board of @Kingdom_KHC, Chairman of the Board of @Alwaleed_Philan, Citizen of Saudi Arabia.","person",NA,347,46917544,18.16
"Vietnam",89,74,"business","Bloomberg","The first word in business news.","news",NA,490,85028643,18.16
"Greece",357,76,"nytimestravel","NY Times Travel","Travel news and features from around the world.","travel",NA,1967,11099737,18.15
"Greece",357,77,"Dior","Dior","","brand",NA,1967,11099737,18.15
"Morocco",151,77,"TheEllenShow","Ellen DeGeneres","Comedian, talk show host and ice road trucker. My tweets are real, and they're spectacular. https://t.co/rJNCGU9GhH","person",NA,832,30494991,18.15
"Russia",269,34,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,1482,143953092,18.15
"Turkey",106,78,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,584,72969723,18.15
"China",824,32,"leehsienloong","Lee Hsien Loong","Prime Minister of Singapore, and leader of @PAPSingapore. This account is maintained by the Prime Minister's Office. Tweets by Mr Lee are signed LHL.","person",NA,4542,1312978855,18.14
"United Arab Emirates",201,96,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,1108,4104291,18.14
"Brazil",418,99,"ArianaGrande","Ariana Grande","dangerous woman","person",NA,2305,186830759,18.13
"New Zealand",147,70,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,811,4097112,18.13
"Spain",163,80,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,899,43397491,18.13
"Taiwan",70,85,"britneyspears","Britney Spears","My new album #Glory is out now!","person",NA,386,22704059,18.13
"Taiwan",70,86,"NBA","NBA","30 teams, 1 goal. #ThisIsWhyWePlay","sports",NA,386,22704059,18.13
"Taiwan",70,87,"DalaiLama","Dalai Lama","Welcome to the official twitter page of the Office of His Holiness the 14th Dalai Lama.","person",NA,386,22704059,18.13
"Taiwan",70,88,"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,386,22704059,18.13
"Argentina",146,81,"espn","ESPN","We talk about sports, sports, and well ... sports.","sports",NA,806,38747148,18.11
"Malaysia",608,56,"jtimberlake","Justin Timberlake","","person",NA,3357,25652985,18.11
"Singapore",1775,36,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,9800,4327468,18.11
"Austria",21,82,"WIRED","WIRED","WIRED is where tomorrow is realized.","channel",NA,116,8291979,18.1
"Austria",21,83,"cnni","CNN International","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news",NA,116,8291979,18.1
"Austria",21,84,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,116,8291979,18.1
"Austria",21,85,"luxury__travel","A Luxury Travel Blog","Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 )","travel",NA,116,8291979,18.1
"Austria",21,86,"CNTraveler","Conde Nast Traveler","At home in the world. 

Snapchat: CNTraveler","travel",NA,116,8291979,18.1
"Austria",21,87,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,116,8291979,18.1
"Austria",21,88,"Microsoft","Microsoft","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand",NA,116,8291979,18.1
"Austria",21,89,"Forbes","Forbes","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel",NA,116,8291979,18.1
"Austria",21,90,"Gawhary","Karim El-Gawhary","freier Nahost-Korrespondent","person",NA,116,8291979,18.1
"Austria",21,91,"David_Alaba","David Alaba","#da27 | Meine Kraft liegt in Jesus | Snapchat: da_twentyseven | https://t.co/TwDmp72m9a","person",NA,116,8291979,18.1
"Germany",149,69,"luxury__travel","A Luxury Travel Blog","Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 )","travel",NA,823,82652369,18.1
"Greece",356,78,"ladygaga","JOANNE","Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.","person",NA,1967,11099737,18.1
"South Korea",84,59,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,464,47869837,18.1
"South Korea",84,60,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,464,47869837,18.1
"United Kingdom",1315,84,"LewisHamilton","Lewis Hamilton","H.A.M til the day I die!! #TeamLH Snapchat: lewishamilton https://t.co/Q4FiC7dSrt
https://t.co/A341DuifUN https://t.co/DYC80EzVtG","person",NA,7266,60244834,18.1
"Russia",268,35,"jtimberlake","Justin Timberlake","","person",NA,1482,143953092,18.08
"Chile",120,86,"KimKardashian","Kim Kardashian West","","person",NA,664,16295102,18.07
"Ecuador",199,75,"NBCNews","NBC News","A leading source of global news and information for more than 75 years. 
 
Facebook: https://t.co/oeDi7xACU7 

Snapchat: https://t.co/suOkoNb0KE","news",NA,1101,13060993,18.07
"Ecuador",199,76,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,1101,13060993,18.07
"United Arab Emirates",200,97,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,1108,4104291,18.05
"Indonesia",967,61,"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,5360,226063044,18.04
"Belarus",11,98,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,61,9795287,18.03
"Belarus",11,99,"HuffingtonPost","Huffington Post","internet lovers | sleep believers | news addicts | big font obsessives | greek yogurt fans | Sign our petition to end food waste: https://t.co/kRV9KPguV7","news",NA,61,9795287,18.03
"Belarus",11,100,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,61,9795287,18.03
"Denmark",33,80,"Aftenposten","Aftenposten","Official twittersite of Aftenposten. Nyhetsfeed fra Aftenposten. Gratis tilgang til 6 saker i uken. Unntak er @Amagasinet & enkelte saker som er for abonnenter.","news",NA,183,5416945,18.03
"Denmark",33,81,"travelchannel","Travel Channel","The official Twitter account of Travel Channel (US). Follow us to talk about all things travel!","travel",NA,183,5416945,18.03
"Denmark",33,82,"TravelLeisure","Travel + Leisure","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel",NA,183,5416945,18.03
"Denmark",33,83,"CNTraveler","Conde Nast Traveler","At home in the world. 

Snapchat: CNTraveler","travel",NA,183,5416945,18.03
"Denmark",33,84,"AndersBreinholt","Anders Breinholt","Noget med medier vært @ 'Natholdet Med Anders Breinholt'. Partner @ Pineapple Entertainment. Booking/management- 'Repræsenter': line@repraesenter.dk","person",NA,183,5416945,18.03
"Denmark",33,85,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,183,5416945,18.03
"Denmark",33,86,"oslopolitiops","Politiet i Oslo OPS","Operasjonssentralen informerer om ulike hendelser i Oslo. Vi har ikke mulighet til a besvare henvendelser. Ring 112 for oyeblikkelig hjelp. 02800 for annet.","other",NA,183,5416945,18.03
"Denmark",33,87,"KobenhavnPoliti","Kobenhavns Politi","Vi kan ikke garantere svar her. Prov istedet at finde svar pa politi.dk. Ring 114 hvis du vil anmelde en forbrydelse. Ring 112 hvis der er akut behov for hjælp.","",NA,183,5416945,18.03
"Morocco",150,78,"jimmycarr","Jimmy Carr","Brand new tour on sale now. https://t.co/8huM98LdlY","person",NA,832,30494991,18.03
"Morocco",150,79,"premierleague","Premier League","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports",NA,832,30494991,18.03
"Switzerland",82,77,"TravelLeisure","Travel + Leisure","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel",NA,455,7424389,18.02
"Switzerland",82,78,"HillaryClinton","Hillary Clinton","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed -H","person",NA,455,7424389,18.02
"Serbia",58,88,"TheEllenShow","Ellen DeGeneres","Comedian, talk show host and ice road trucker. My tweets are real, and they're spectacular. https://t.co/rJNCGU9GhH","person",NA,322,9863026,18.01
"Serbia",58,89,"Expedia","Expedia","Travel tips, inspiration & deals from https://t.co/fcT976R6Hd. Customer service from 5am-10pm PT daily. Have you checked out the Expedia Viewfinder blog yet?","travel",NA,322,9863026,18.01
"Serbia",58,90,"KimKardashian","Kim Kardashian West","","person",NA,322,9863026,18.01
"Serbia",58,91,"googlechrome","Google Chrome","The official Twitter account for the Google Chrome browser, OS, Chromebooks, Chromecast, and Web Store","brand",NA,322,9863026,18.01
"Greenland",171,61,"WhiteHouse","The White House","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","other",NA,950,57475,18
"Indonesia",965,62,"Jetstar_Asia","Jetstar Asia","Low fares are just part of the story","airline",NA,5360,226063044,18
"Slovenia",83,77,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,461,1999425,18
"Argentina",145,82,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,806,38747148,17.99
"Argentina",145,83,"jtimberlake","Justin Timberlake","","person",NA,806,38747148,17.99
"Argentina",145,84,"MonsterEnergy","Monster Energy","#UnleashTheBeast https://t.co/qgChRebwPI https://t.co/ul5xeAYPNW 
https://t.co/8TIgfASmRx
https://t.co/onacwQzm8B","",NA,806,38747148,17.99
"Argentina",145,85,"3gerardpique","Gerard Pique","FCBarcelona | Football Player","person",NA,806,38747148,17.99
"Belgium",61,83,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,339,10398049,17.99
"Japan",437,52,"ladygaga","JOANNE","Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.","person",NA,2429,127896740,17.99
"Poland",25,100,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,139,38195558,17.99
"Ecuador",198,77,"billclinton","Bill Clinton","Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn fo more on my work around the world.","person",NA,1101,13060993,17.98
"Turkey",105,79,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,584,72969723,17.98
"Brazil",414,100,"googlemaps","Google Maps","Photographic dispatches from Planet Earth.","brand",NA,2305,186830759,17.96
"Hong Kong",282,72,"AmericanAir","American Airlines","We're here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline",NA,1570,7057418,17.96
"United Kingdom",1305,85,"achrisevans","Chris Evans","Human alarm clock for the UK, other time zones are available. New host and producer of something called Top Gear - TV show about cars. Husband, Dad, Granddad.","person",NA,7266,60244834,17.96
"Vietnam",88,75,"Adele","Adele","https://t.co/5Vf55N5xFe","person",NA,490,85028643,17.96
"Australia",1289,69,"ladygaga","JOANNE","Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.","person",NA,7180,20310208,17.95
"Solomon Islands",14,81,"jimmyfallon","jimmy fallon","astrophysicist","person",NA,78,472419,17.95
"Solomon Islands",14,82,"TEDTalks","TED Talks","The official feed for http://t.co/XyGsGk6F0m. Ideas worth spreading.","channel",NA,78,472419,17.95
"Solomon Islands",14,83,"Windows","Windows","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand",NA,78,472419,17.95
"Solomon Islands",14,84,"Pink","P!nk","it's all happening","person",NA,78,472419,17.95
"Solomon Islands",14,85,"rihanna","Rihanna","Get #ANTI now: https://t.co/WH1Yy1ELJB","person",NA,78,472419,17.95
"Solomon Islands",14,86,"EmWatson","Emma Watson","Actor & @UN_Women Global Goodwill Ambassador.                                Facebook: EmmaWatson Instagram: EmmaWatson Goodreads: OurSharedShelf","person",NA,78,472419,17.95
"France",216,78,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,1205,60990544,17.93
"Kuwait",53,70,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,296,2296000,17.91
"Morocco",149,80,"hootsuite","Hootsuite","Social media news and tips from the world's most widely used social relationship platform. Sign up for free: http://t.co/Zmrb0hY23s Support: @Hootsuite_Help","news",NA,832,30494991,17.91
"Morocco",149,81,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,832,30494991,17.91
"Morocco",149,82,"AmazonUK","Amazon.co.uk","Follow https://t.co/i7jkAbIl56 and we'll deliver news, giveaways and deals straight to your timeline. For customer support, @AmazonHelp are here 24/7 every day.","brand",NA,832,30494991,17.91
"Spain",161,81,"airliners_net","Airliners.net","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","travel",NA,899,43397491,17.91
"Thailand",651,64,"VirginAtlantic","Virgin Atlantic","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline",NA,3635,63002911,17.91
"Greece",352,79,"aegeanairlines","Aegean Airlines"," The official Aegean Airlines twitter account. Skytrax Best Regional Airline in Europe for 2016. Member of Star Alliance since 2010.","airline",NA,1967,11099737,17.9
"Ecuador",197,78,"ABC","ABC News","See the whole picture with @ABC News. Join us on Facebook: https://t.co/ewMNZ54axm","news",NA,1101,13060993,17.89
"South Korea",83,61,"NASA","NASA","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other",NA,464,47869837,17.89
"South Korea",83,62,"katyperry","KATY PERRY","Rising...","person",NA,464,47869837,17.89
"South Korea",83,63,"SBSNOW","SBS","SBS공식트위터","channel",NA,464,47869837,17.89
"Taiwan",69,89,"intel","Intel","Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport","brand",NA,386,22704059,17.88
"Taiwan",69,90,"GooglePlay","Google Play","We're exploring the world's greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let's play.","brand",NA,386,22704059,17.88
"Ukraine",62,99,"CBSNews","CBS News","The official twitter feed of @CBSNews. Follow for original reporting and trusted news.","news",NA,347,46917544,17.87
"Ukraine",62,100,"UNHumanRights","UN Human Rights","The United Nations #HumanRights office is led by High Commissioner #Zeid","other",NA,347,46917544,17.87
"United States",1097,52,"JLo","Jennifer Lopez","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person",NA,6140,299846449,17.87
"Greece",351,80,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,1967,11099737,17.84
"Singapore",1747,37,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,9800,4327468,17.83
"United States",1094,53,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,6140,299846449,17.82
"Russia",264,36,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,1482,143953092,17.81
"Ecuador",196,79,"JLo","Jennifer Lopez","New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp","person",NA,1101,13060993,17.8
"Spain",160,82,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,899,43397491,17.8
"Switzerland",81,79,"Icelandair","Icelandair","Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.","airline",NA,455,7424389,17.8
"Switzerland",81,80,"GoogleTravel","Google Travel Team","Google's Travel Team (Official): Here to provide the latest industry news & data","travel",NA,455,7424389,17.8
"Switzerland",81,81,"eurocontrol","EUROCONTROL","The European Organisation for the Safety of Air Navigation. We keep you informed on the air traffic situation in Europe and on developments in ATM.","travel",NA,455,7424389,17.8
"United Kingdom",1293,86,"SkySportsNewsHQ","Sky Sports News HQ","The official Twitter account for Sky Sports News HQ. Your home of sports news.","sports",NA,7266,60244834,17.8
"Greenland",169,62,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,950,57475,17.79
"Japan",432,53,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,2429,127896740,17.79
"Sweden",40,75,"TEDTalks","TED Talks","The official feed for http://t.co/XyGsGk6F0m. Ideas worth spreading.","channel",NA,225,9038049,17.78
"Sweden",40,76,"Spotify","Spotify","Music for every moment. Play, discover, and share for free.  Need support? We're happy to help at @SpotifyCares","brand",NA,225,9038049,17.78
"Sweden",40,77,"airliners_net","Airliners.net","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","travel",NA,225,9038049,17.78
"Sweden",40,78,"AirlineReporter","Airline Reporter","Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!","travel",NA,225,9038049,17.78
"Sweden",40,79,"GoogleTravel","Google Travel Team","Google's Travel Team (Official): Here to provide the latest industry news & data","travel",NA,225,9038049,17.78
"Sweden",40,80,"Utrikesdep","Utrikesdepartementet","Valkommen till UD pa Twitter. Har twittrar UD:s presstjanst om allt som ror utrikesforvaltningens arbete. For konsular info: @UDResklar For English: @SweMFA","other",NA,225,9038049,17.78
"Sweden",40,81,"SAS_Viking","SAS Viking","My name is Emund Viking(LN-RKH), an Airbus 330 and a proud member of @SAS. I�m super happy because I�m going to be the second plane with #SASNEWCABIN.","airline",NA,225,9038049,17.78
"France",214,79,"Oprah","Oprah Winfrey","","person",NA,1205,60990544,17.76
"New Zealand",144,71,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,811,4097112,17.76
"New Zealand",144,72,"rustyrockets","Russell Brand","x2 new gigs announced London and Hayes! tickets are here: https://t.co/kcYt4hkDE0","",NA,811,4097112,17.76
"New Zealand",144,73,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,811,4097112,17.76
"United Kingdom",1290,87,"Adele","Adele","https://t.co/5Vf55N5xFe","person",NA,7266,60244834,17.75
"Argentina",143,86,"washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news",NA,806,38747148,17.74
"Argentina",143,87,"britneyspears","Britney Spears","My new album #Glory is out now!","person",NA,806,38747148,17.74
