id,screen_name,name,description,category,
1670174994,esmuellert_,Thomas Muller,Offizieller Twitter-Account von FuBball-Nationalspieler Thomas Muller #esmuellert Impressum: https://t.co/ZBZrlXNNq0,person,
1482160484,Estar_K,Esther Kalenzi,Lover of tea|Optimist|Team 4040,person,
196994616,eucopresident,Donald Tusk,"Twitter channel of Donald Tusk, President of the European Council. Managed by the media team.",person,
110827653,EvaLongoria,Eva Longoria Baston,"Actress, Producer, Director, Activist, Philanthropist, Designer, Wife, Daughter, Sister, Aunt, Friend, Stepmom, HUMAN! | Eva Longoria Collection at The Limited",person,
67665789,evattey,Eva Abdulla,"Member of Parliament (MDP),Maldives. #FreePresidentNasheed #FindMoyameeha",person,
160391541,Fake_PMLee,Fake PM Lee,Really? I need one?,person,
58531272,FALCAO,Radamel Falcao,Jugador profesional de futbol. Seguidor de Jesus // Professional football player. Jesus follower.,person,
97865628,FarOutAkhtar,Farhan Akhtar,Writer. Director. Actor. Singer/Songwriter. Founder- @MardOfficial Initiative | @UN_Women Goodwill Ambassador(South Asia),person,
835052755,FawziaKoofi77,Fawzia Koofi,"Fawzia Koofi is a member of Afghanistan Parliament and Chairperson of Women, Civil Society and Human Rights Commission",person,
19818494,Fearnecotton,fearne cotton,Mum/wife/Broadcaster/designer. Patron of @PostPals @Coppafeelpeople @TylersTrust @PrincesTrust. @GarnierUK #TheOliaEffect ambassador,person,
144376833,FelipeCalderon,Felipe Calderon,Presidente de Mexico de 2006 a 2012. Presidente de la Comision Global sobre la Economia y el Clima y de la Fundacion Desarrollo Humano Sustentable.,person,
18814998,fhollande,Francois Hollande,President de la Republique francaise,person,
395425451,FijiPM,JV Bainimarama,"The office of Josaia Voreqe Bainimarama, Prime Minister of the Republic of Fiji",person,
1093090866,FLOTUS,The First Lady,This account is run by the Office of First Lady Michelle Obama. Tweets from the First Lady are signed -mo. Tweets may be archived. More at https://t.co/eVVzoBb3Zr,person,
320395603,FStojanovski1,Ф или П?,Не е био ако сам си го напишам...,person,
98373744,ganaa_gts,Gansukh. A,,person,
1559460626,ganchimeg6163,Б.Ганчимэг сэтгүүлч,"Сэтгүүлч, ( МУСГЗ)",person,
75711015,ganhuyag,Ganhuyag Ch. Hutagt,"Founder and CEO, Investor Nation; CEO, Ard Financial Group; President, ARMD, CEO Club; WEF YGL 2009; Founder, XacBank, TenGer, Mongolia Economic Forum.",person,
740336334,GarethBale11,Gareth Bale,Footballer. @realmadrid and @FAWales. Instagram - https://t.co/nWn3lae5ky,person,
17962204,GarethCliff,Gareth Cliff,President of https://t.co/scMZ7lsVKF ,person,
386654472,GaryBarlow,Gary Barlow,The Girls Musical tickets now on sale for 2017. Finding Neverland US tour starting October,person,
471287735,GaryLineker,Gary Lineker,"Once kicked a ball about. Now talk about kicking a ball about. Still flogging spuds. BBC Sport, BT Sport, Walkers, @goalhangerfilms ...Instagram garylineker",person,
138193086,Gas_maska,GASMASKA,ДОЈДЕН НА ТВИТЕР НА ПРЦА!!!11 #ЈЕР #RICHFOREVER SNAPCHAT: GASMASKA,person,
19023470,gbuhnici,George Buhnici,"Jurnalist, blogger, pasionat de orice are motor!",person,
92726549,geneliad,Genelia Deshmukh,,person,
39166602,GeorgeHatcher,George Hatcher Sr.,Strategy Consultant http://t.co/BaKrnXcBjH http://t.co/TsGu9Q2MYy http://t.co/vYTI7GLNfv Aviation Consultant #aviation #aeroNews #strategy #boxing #law ,person,
117251043,germanpaoloski,German Paoloski,Periodista.Conductor y Productor de G5 Contenidos y Nunca es Tarde (FoxSports),person,
22748274,gestins,Janis Geste,zinu razotajs...katru dienu...(gandriz). Seit rakstitais ir tikai mans viedoklis un tas nepauz mana darba deveja poziciju.,person,
320358911,Goran_Man,Man,"Братми  https://t.co/eqoScbCmRV , https://t.co/i6SQMEZYTv, https://t.co/iqwXoZ7hpZ",person,
170965705,govph,Official Gazette PH,"The Official Gazette is the official journal of the Republic of the Philippines, edited in the Office of the President of the Philippines.",person,
961974776,Grybauskaite_LT,Dalia Grybauskaitė,President of the Republic of Lithuania,person,
213539531,HamidMirGEO,Hamid Mir,Journalist and Author not Anchor,person,
110681593,HamzaNamira,Hamza Namira,Ridiculously introvert. Egyptian Musician/Composer/Producer & Singer - Official FB: https://t.co/97ScDQyDzP حمزة نمرة -,person,
20280065,HansRosling,Hans Rosling,"Professor Global Health, Karolinska Institutet. Edutainer & co-founder of Gapminder Foundation",person,
92945681,harbhajan_singh,Harbhajan Turbanator,"Proud father to a princess, Indian Cricketer. 
Facebook: https://t.co/t7La7Gcge7
Instagram: https://t.co/FfW5XFD3k8",person,
181561712,Harry_Styles,Harry Styles.,Raconteur.  https://t.co/gtTGAbq5KP,person,
407054921,HashKSA,هاشتاق السعودية,الحساب الرسمي لـ هاشتاق السعودية |جوالنا المجاني والخاص بأخبار تويتر علىSTCأرسل 1 إلى 808888 |سفير #نبراس https://t.co/mM27JkbOIA | للتواصل: HashKSA@smaat.co,person,
1404590618,HassanRouhani,Hassan Rouhani,Iranian President's Sole English Account � Persian @Rouhani_ir � media@rouhani.ir,person,
46634968,HassanZiyau,Hassan Ziyau,Senior Editor at @tvmaldives | Recipient of National Award in 2014 | @StateIVLP Alumni | MA in IR frm SAU https://t.co/TpJyeWNAe1,person,
1220693790,HekmatKarzai,Hekmat Khalil Karzai,Proud son of Shahed Khalil Khan Karzai and brother of Shahed Hashmat Khan. Deputy Foreign Minister of Afg. Former Director of Center for Conflict and Peace St,person,
20521828,helenzille,Helen Zille,Western Cape Premier and Former Leader of South Africa's Official Opposition Party: The Democratic Alliance (@Our_DA),person,
45452226,henrygayle,Chris Gayle,Universe-Boss / 'Chris d Lion',person,
44335525,HHShkMohd,HH Sheikh Mohammed,Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum,person,
169795589,Hilary_Barry,Hilary Barry,Nasty Woman. Early riser. Likes strong coffee.,person,
1339835893,HillaryClinton,Hillary Clinton,"Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed -H",person,
20508222,hollywills,Holly Willoughby,I was introduced to this by a twitter legend!,person,
28776864,HossanLeong,ALWAYS,"Chevalier de l'Ordre des Arts et des Lettres, Creative Consultant, Actor, Host, Standup Comedian, Director. chope@doubleconfirm.sg & Instagram @hossanleong",person,
26052296,hsuood,Husnu Al Suood,"Lawyer, President of Maldives Bar Association, former Attorney General of Maldives, former Chief Judge, former member of the National Human Rights Commission.",person,
283916211,humasqureshi,Huma Qureshi,"Actor, writer, traveller, foodie, passionate, foolish, all heart leonine ...",person,
315338117,i999y,i999y,и ја иам био,person,
118552439,iamkarendavila,Karen Davila,"Broadcast Journalist, ABSCBN. Advocate. Young Global Leader, World Economic Forum",person,
120990817,iamnagarjuna,Nagarjuna Akkineni,film actor,person,
101311381,iamsrk,Shah Rukh Khan,,person,
32751684,iamsuperbianca,Bianca Gonzalez,Storyteller. Snapchat: iamsuperbiancag,person,
49573859,iamwill,i.am+,#WHEREStheLOVE August 31st.,person,
58233603,iansomerhalder,Ian Somerhalder,Lucky husband.Proud founder of the Ian Somerhalder Foundation.Damon Salvatore on The Vampire Diaries.Happily contemplating the human existential dilemma...,person,
637313893,IBGDRGN,G-DRAGON,�� ONE AND ONLY GD �� http://t.co/94cfAZzmy9｜http://t.co/YepKJotLhA｜http://t.co/z4O2zgQL5q｜instagram:XXXIBGDRGN | http://t.co/Txk7haRyAV,person,
461922813,Ibra_official,Zlatan Ibrahimović,Official Twitter account of Swedish footballer Zlatan Ibrahimovic managed by Zlatan & his management,person,
1657201830,IGPUGANDA,Kale Kayihura,The Official twitter channel of the Inspector General of Police (IGP) of the Uganda Police Force.,person,
113419517,iHrithik,Hrithik Roshan,Man on mission- to live the best life possible come what may.,person,
2177710981,Ileana_Official,Ileana D'Cruz,"spread love, not hate ️",person,
264231189,imMichelleChong,Michelle Chong,Are you ready for LULU THE MOVIE?! https://t.co/neIGgEt1Bb,person,
121044171,ImRaina,Suresh Raina,"Cricket is my Passion, Fans are my Strength and Family is my Support",person,
122453931,ImranKhanPTI,Imran Khan,Chairman of Pakistan Tehreek-e-Insaf,person,
121046433,ImRo45,Rohit Sharma,,person,
71201743,imVkohli,Virat Kohli,"The Official twitter account of Virat Kohli, Indian cricketer,gamer,car lover,loves soccer and an enthusiast",person,
109275593,ImZaheer,zaheer khan,"Cricketer | Fitness Enthusiast | Owner of ProSport Fitness| Co-Owner of Toss, Dine Fine| Cheese Cake Lover| Playing for DD in IPL8 | Love Mumbai|",person,
76050386,IngridThurnher,Ingrid Thurnher,"Journalistin, die ihren Beruf hauptsachlich. aber nicht nur, vor der Kamera ausubt. Job: ORF @ImZentrum, Twitter: privat.",person,
89787662,IshaSesayCNN,Isha Sesay,CNN anchor/ correspondent,person,
14502789,ivetesangalo,Ivete Sangalo,Twitter Oficial da cantora brasileira Ivete Sangalo. Twitter atualizado pela propria Ivete e pela equipe do seu site.,person,
17336417,jackwhitehall,Jack Whitehall,I'm a comedian. https://t.co/LVHhUIJGla,person,
745002644,JackWilshere,Jack Wilshere,Professional footballer. @NikeUK athlete. Proud father to son Archie and daughter Delilah. Instagram: JackWilshere,person,
378460963,jacqueskallis75,Jacques Kallis,South African Cricketer,person,
18676177,jamieoliver,Jamie Oliver,Official Jamie Oliver: Proud Dad & Chef,person,
130039824,jargal_defacto,Jargal Dambadarjaa,"Blogger, TV host (defacto) Bachelor in Economics Moscow State University, MBA University of Denver CO USA. info@jargaldefacto.com",person,
33857678,JaroslawKuzniar,Jaroslaw Kuźniar,Dziennikarz. Dyrektor programowy #Onet100 @onet_rano & https://t.co/ShX34AEvtG | CEO https://t.co/RnDLkQEFiM & https://t.co/xTRZiERxbw | SWPS | SocialMedia & PersonalBrand,person,
122995784,Javedakhtarjadu,Javed Akhtar,"A poet, lyricist, scriptwriter, atheist and a die-hard optimist",person,
18185124,jeffbullas,Jeff Bullas,"#1 Content Marketing Influencer,Social Media Marketing Strategist & Speaker,Forbes Top 10 Social Media Influencer,#1 Global Business Blog.",person,
71536393,Jekaba11,Saeimas zinas,Jaunumi no Latvijas parlamenta Official account of the Parliament of Latvia (Saeima),person,
94628304,Jemima_Khan,Jemima Goldsmith,A toe in the water. Now I'm up to my neck. Instagram: khanjemima,person,
527526077,JeremyClarkson,Jeremy Clarkson,I am a presenter on an Amazon motoring show.,person,
92367751,jessicaalba,Jessica Alba,"Mom of 2, Founder of The Honest Company, amateur chef, terrible speller, loyal friend, hilarious at times... I play make believe for a living",person,
52551600,JimCarrey,Jim Carrey,Actor Jim Carrey!,person,
17020962,jimmycarr,Jimmy Carr,Brand new tour on sale now. https://t.co/8huM98LdlY,person,
15485441,jimmyfallon,jimmy fallon,astrophysicist,person,
215952307,JKCorden,James Corden,"Dancer. Ballet, Tap and Modern. I dont read DM's!",person,
85603854,JLo,Jennifer Lopez,"New Single #LoveMakeTheWorldGoRound out Now! #ShadesOfBlue On NBC, https://t.co/Vr9yBT9OHp",person,
20168940,JoannePeh,Joanne Peh,"Actress, Singapore. Loves art, music, literature & fashion.",person,
20545055,JoelOsteen,Joel Osteen,,person,
25263074,JohnJCampbell,John Campbell,"Journalist. Host of @CheckpointRNZ on @radionz - nationwide, weeknights from 5. Former host of Campbell Live. Email john.campbell@radionz.co.nz Personal account",person,
15007149,JohnKerry,John Kerry,"Husband, father, grandfather, brother, former Senator, 68th U.S. Secretary of @StateDept",person,
17380167,johnkeypm,John Key,"This a/c administered by Office of the Leader of the National Party. Authorised by J Key, Parliament, Wellington. For OIA requests visit https://t.co/7f1lNflltY",person,
18228898,johnlegend,John Legend,I wanna be associated with interesting quotes,person,
366987179,jokowi,Joko Widodo,"Akun resmi Joko Widodo, Presiden Republik Indonesia",person,
13426312,jordievole,Jordi Evole,Uno del barrio y de @salvadostv,person,
134625427,joseayalaok,jose ayala,"conductor de radio en la 101.3 FARRA y conductor de UN RATO MAS Y #LUTPY EN UNICANAL,GUERRILLA PRODUCCIONES Paraguay...pasen pues;)",person,
14272817,jovanatozija,Шукар Чавела,"Шампион во кинење хулахопки.  Смрт за турбофолкот, слобода за народот.  http://t.co/YmWEW9I3",person,
15809249,JoyceMeyer,Joyce Meyer,Sharing Christ - Loving People,person,
26565946,jtimberlake,Justin Timberlake,,person,
64839766,JuanManSantos,Juan Manuel Santos,Presidente de Colombia,person,
85436197,JuliaGillard,Julia Gillard,Official Twitter account of the 27th Prime Minister of Australia. Tweets by Julia are signed JG.,person,
226139693,JulieGichuru,Julie Gichuru,"Afro-optimist, wife, mother, change agent, child of God.",person,
87170183,juniorbachchan,Abhishek Bachchan,"Actor, sports fan.... Yup, that's about it.",person,
27260086,justinbieber,Justin Bieber,Let's make the world better. Join @bkstg and add me on @shots 'justinbieber'. COLD WATER and LET ME LOVE YOU out now. OUR new album PURPOSE out NOW,person,
47813521,JZarif,Javad Zarif,Foreign Minister of Islamic Republic of Iran,person,
126955629,KagutaMuseveni,Yoweri K Museveni,President of the Republic of Uganda,person,
60865434,KAKA,Kaka,https://t.co/6tgzPaNfFt,person,
19919875,kambizhosseini,Kambiz Hosseini,I live in NY and make fun of Iranian politicians for a living!,person,
169686021,kanyewest,KANYE WEST,,person,
1492538024,KapilSharmaK9,KAPIL,Actor...who loves to make ppl laugh... ..https://t.co/lvWDr75m4z,person,
1910442534,KapilSibal,Kapil Sibal,http://t.co/Dzl9YTWQ8g | http://t.co/MV7ylPSa7X,person,
65694131,karadavid,Kara David,"ako ay pilipino... kahit saan, kahit kailan",person,
57928790,karanjohar,Karan Johar,Filmmaker....,person,
64439991,KarlenePetitt,Karlene  Petitt,"Airline Pilot. Typed A330, B747, 744, 757/767, 737, 727. Author of Aviation Thrillers, & Success/Motivation. MBA. MHS. PhD Student at ERAU. Mother & Grandma.",person,
589921934,Kashifabbasiary,Kashif Abbasi,Journalist and Anchor at ARY NEWS...still trying to make things right..,person,
15096735,kasujja,Alan Kasujja,Presenter #BBCNewsday- Interested in conversations about Africa.,person,
21447363,katyperry,KATY PERRY,Rising...,person,
409085654,KCCAED,Jennifer S Musisi,Dr. Jennifer S Musisi official Twitter feed. ED @KCCAUG. RTs and Following �� Endorsements. Policy: https://t.co/QTIc61s4Lf,person,
35936474,KDTrey5,Kevin Durant,"IM ME, I DO ME, AND I CHILL",person,
23690344,kelly_clarkson,Kelly Clarkson,I am Kelly.,person,
157140968,KendallJenner,Kendall,Model - The Society Management // Elite Paris // Elite London // Elite Milan,person,
441854978,kevinbridges86,Kevin Bridges,New DVD Out! https://t.co/wUuZlWuaFy,person,
31524221,kfayemi,Kayode Fayemi,"Minister, Solid Minerals Development in Nigeria",person,
123109597,KGeorgievaEU,Kristalina Georgieva,@EU_Commission Vice-President for @EU_Budget and Human Resources #TeamJunckerEU 🇪🇺 #EUBudget4Results - https://t.co/pGGEmhxIl9,person,
18901882,Khairykj,Khairy Jamaluddin,"Minister of Youth & Sports; MP for Rembau; Leader of BN & UMNO Youth; 508AW Commander; Papa to Cougar, Puma & Leo.",person,
112377315,kimberly_chia,Kimberly Chia,A blessed girl having the time of her life. Learning to appreciate everything that is life.  kimberlychia.sg,person,
25365536,KimKardashian,Kim Kardashian West,,person,
23083404,KingJames,LeBron James,EST. AKRON - ST.V/M Class of '03  http://t.co/IneJylUd1m #IPROMISE,person,
22685200,kingsthings,Larry King,"Love #suspenders & interviewing people Watch #LarryKingNow & #PoliticKING on my digital network, @OraTV! http://t.co/nuJ93n8Uw2 Podcast- http://t.co/cJiAOqblRH",person,
1059194370,kobebryant,Kobe Bryant,CEO Kobe Inc. Publisher. Investor. Producer.,person,
237189703,KoinangeJeff,"Jeff Koinange, MBS","Emmy & Peabody - Award Winning Journalist | Talk Show Host- Jeff Koinange LIVE | Author | Husband | Father & ALL KENYAN, ALL THE TIME!",person,
23617610,kourtneykardash,Kourtney Kardashian,Heartless,person,
171117515,KP24,KP,,person,
350224247,KumarSanga2,Kumar Sangakkara,has been cricketer still plodding along Instagram sangalefthander,person,
236699098,KylieJenner,Kylie Jenner,https://t.co/xpTyiQavPr https://t.co/ExGKy1KFmO,person,
118720645,kyunghyang,경향신문,경향신문의 뉴스를 새롭게 읽는 공간! 경향신문 공식 트위터 담당자 '향이'가 매일 실시간으로 소식을 전해드립니다. '향이'가 누구인지 궁금하시다면? 클릭! http://t.co/mGgY0Kae6e,person,
14230524,ladygaga,JOANNE,"Perfect Illusion OUT NOW / New Album JOANNE OCT 21 PRE-ORDER: https://t.co/8QsYawBg3M So #JOANNE is like, you know, Lady Gaga if you erase all the fame.",person,
304909941,Lagarde,Christine Lagarde,Managing Director of the International Monetary Fund (IMF). Also follow @IMFNews.,person,
124999935,LahibBaniSakhar,Lahib Bani-Sakhar,"Bedouin.Jordanian.Pharmacist.Masters N Journalism& New Media.Worked 4UNHCR.Politics.Development.Above all wife,mum to 3(twin girls&Hamza) لهيب بني صخر-أم حمزة",person,
70179948,LalitKModi,Lalit Kumar Modi,"Worker @ https://t.co/yA4iFZsEoi, Founder and architect @IPL Indian Premier League,President RCA, President Modi Enterprises https://t.co/C8aQbVdWrg https://t.co/RrLmTPrmUf",person,
66334209,LaraDutta,Lara Dutta Bhupathi,"One head, many hats!   Instagram ac - @larabhupathi",person,
29416653,LaStampa,La Stampa,"Notizie, inchieste, analisi e breaking news. RT dei nostri giornalisti e lettori.",person,
132863116,LatvijasRadio,Latvijas Radio,"Sabiedriskais medijs. Uzrunajam cilvekus, lai veicinatu labaku dzives kvalitati, nodrosinot objektivas, operativas un daudzveidigas informacijas pieejamibu.",person,
825165006,lchinbat,Л.Чинбат,"Малчин, тариачин. Гацуурт ХХК Монгол хүнд эрүүл хүнс...",person,
503156289,LeeChongWei,Dato' Lee Chong Wei,Official Twitter Of World No. 1 International Badminton Player Dato' Lee Chong Wei from Malaysia. For commercial enquiries: @spinzer,person,
34568673,leehsienloong,Lee Hsien Loong,"Prime Minister of Singapore, and leader of @PAPSingapore. This account is maintained by the Prime Minister's Office. Tweets by Mr Lee are signed LHL.",person,
133880286,LeoDiCaprio,Leonardo DiCaprio,Actor and Environmentalist,person,
260206159,letanewslv,LETA Zinas,Nacionala informacijas aģentura LETA ir lideris informacijas objektiva un daudzpusiga atspogulosana par notikumiem Latvija un pasaule.,person,
281852790,liamfoxabc,Liam Fox,ABC News Pacific Affairs Reporter. Former #PNG Correspondent. News and musings on all things Pacific.,person,
891039428,lindahNabusayi,Nabusayi L. Wamboka,Press Secretary to H.E The President Of The Republic of Uganda,person,
57905993,LisaSurihani,Lisa Surihani,"Malaysian Actor , Host Booking inquiry : Astro Talent Management - ridzwan_ridza@astro.com.my FB : Lisa Surihani (verified) IG : iamlisasurihani (verified)",person,
121388340,Lizabwooli,Liz Abwooli,"Woman managing her psychosis...barely! Nnefugga! Lover of men, good food, a laugh and all things media.",person,
338329915,LodzAirport,Lodz Airport,Oficjalny profil Portu Lotniczego Łodź im. Wladyslawa Reymonta na Twitterze. Znajdź nas na http://t.co/5wzG9Bwi. This is official Twitter feed of Lodz Airport.,person,
236636515,lopezdoriga,Joaquin Lopez-Doriga,Periodista. #Chapultepec18. #SiMeDicenNoVengo #Televisa. #RadioFormula. Escribo en #Milenio. #Pumas. https://t.co/LQcyeEiHjR Ya en Periscope,person,
160926944,Lord_Sugar,Lord Sugar,"Chairman of Amshold Group, owner of @Amscreen and Amsprop. http://t.co/k0vMeUBXCm",person,
101532373,lorenzojova,Lorenzo Jovanotti,Profilo ufficiale di Lorenzo Jovanotti Cherubini,person,
171409557,lsmlv,LSM zinu portals,Latvijas Radio un Latvijas Televizijas vienotais interneta portals,person,
43023158,LucianoHuck,Luciano Huck,tv host and curious / apresentador de tv e curioso,person,
380180989,m_zorigt,Мөнхчулууны Зоригт,Үндэсний үйлдвэрлэлээ тултал дэмжицгээе,person,
220228167,MadhuriDixit,Madhuri Dixit-Nene,Constantly finding ways to connect with the world. Loving the Twitter Universe!,person,
53556894,MaheshNBhatt,Mahesh Bhatt,"Film Maker, Author, Nomad with no destination. I don't have any thoughts which I can call my own--not one thought, not one word, not one experience.",person,
3002789437,MaithripalaS,Maithripala Sirisena,"Official Twitter account of Maithripala Sirisena, the President of Sri Lanka.",person,
16234600,malumnalu,malumnalu,"Hello my name is MALUM NALU and I am from PORT MORESBY, PAPUA NEW GUINEA. I have worked as a journalist for several years in Papua New Guinea.",person,
155151279,mangeshkarlata,Lata Mangeshkar,playback singer since 1942. https://t.co/8BRJP3bvMX,person,
354814618,Mangiwantok,MARTYN NAMORONG,"-| National Cordinator, #PNG Resource Governance Coalition -| Contact martnon@gmail.com Mobile +675 71930631 (PNG)",person,
1269425228,Manuel_Neuer,Manuel Neuer,"Hier twittere ich Themen zum FC Bayern, der Nationalmannschaft und vieles mehr rund um den FuBball.",person,
558797310,ManUtd,Manchester United,Official account of Manchester United FC ️,person,
19248106,MariahCarey,Mariah Carey,New album #1toInfinity out now!,person,
288333760,MariaSharapova,Maria Sharapova,https://t.co/NaE11fCnqd,person,
109040582,mariuvidal,Maria Eugenia Vidal,"Mama orgullosa de Maria Jose, Camila y Pedrito. Gobernadora de la Provincia de Buenos Aires.",person,
24886570,maroon5,Maroon 5,"This is the Official Twitter page for Maroon 5
@adamlevine @jamesbvalentine @JRCarmichael and @pjmorton. #V out now! http://t.co/pqyCrYEX2h",person,
319208468,MASalangi,General Salangi,"Former Deputy Interior Minister - Police Chief for Kabul, Kunduz, Kandahar, Herat, Nangarhar provinces - Proud & patriot Afghan, father, soldier & friend.",person,
99008565,masason,孫正義,孫正義です。 Twitterで多くの皆さんと時空を超えて、心の繋がりが広がっていく事に感動しています。n�めてInternetに出l�った時以来の感動です。世界が平和でより多くの人々が、幸福になれる事を心から願っています。,person,
209780362,MashiRafael,Rafael Correa,Presidente Constitucional de la Republica del Ecuador.,person,
525208028,MassaFelipe19,Felipe Massa,Brazilian formula One racing driver currently driving for Williams #fm19 #felipemassa2015 Instagram: @massafelipe19,person,
18762875,matteorenzi,Matteo Renzi,Presidente del Consiglio dei Ministri. Segretario del PD,person,
1030316358,maumoonagayoom,Maumoon Abdul Gayoom,"Former President of the Republic of Maldives, President of the Progressive Party of Maldives (PPM), Chairperson of The Maumoon Foundation (TMF).",person,
403563397,MauriceMugisha,Maurice Mugisha,"Head of News - Anchor @Ntvuganda, Husband/Father and faithful servant of God.",person,
24900072,mauriciomacri,Mauricio Macri,Presidente de la Republica Argentina. Miembro fundador de PRO Argentina. Casado. 4 hijos. Hincha de Boca.,person,
14700117,MayorofLondon,Mayor of London,"This is the official Twitter account for the Mayor of London, Sadiq Khan. Tweets before 9 May 2016 are from the previous Mayor",person,
549875174,mbatchimeg,Батчимэг Мигэддорж,"Судлаач, Улс төрч",person,
188039706,McIlroyRory,Rory McIlroy,I hit a little white ball around a field sometimes,person,
315165909,MedoDimoski,Медо,Fighting windmills,person,
285083026,MeilutyteRuta,Ruta Meilutyte,Official Twitter of Ruta Meilutyte. Lithuanian Olympic swimmer and World champion. Sponsored by Arena,person,
533085085,MesutOzil1088,Mesut Özil,Football player for @arsenal & @DFB_Team,person,
524030202,mglbayas,Л.Мөнхбаясгалан,Шүүр унаж нисээд тахиан хөлт байшинд амьдардаг.Одоо би шаналхаа больсон..Учир нь зүрхэндээ гондоом углачихсан. 5000настай,person,
268414482,MileyCyrus,Miley Ray Cyrus,Miley Cyrus & Her Dead Petz out now fo freeeeeee mothaaaa fuckazzz!,person,
159313018,milibritez,mili britez,Periodista. Conductor de Teleshow en Latele. Jurado en Rojo por Telefuturo.,person,
87174678,MirzaSania,Sania Mirza,Dreamer.Believer.Doer. Even against all odds./ @UN_Women Goodwill Ambassador for South Asia,person,
50055701,MittRomney,Mitt Romney,Former Governor of Massachusetts,person,
1543661,miyagi,Mr Miyagi,Writer of mostly nonsense across all media; Host of @Power98's Own Time Own Target; Blogs at miyagi.sg; IG:miyagisan FB:miyagisg Snapchat: miyagilor,person,
74792701,mnamanya,Mark Namanya,Mark Namanya does not love anything not called sport. That should say it all. And he believes Michael Jordan is the greatest sportsman that ever lived. Period.,person,
219255067,MohamadAlarefe,د. محمد #العريفي,(Muslim Scholar) سناب شات mohamad_alarefe راسل المكتبwhatsapp 00966535227779 فيس https://t.co/EetTTLrPnw يوتيوب https://t.co/q8377pNRIT,person,
1472695399,MohamadRezaAref,MohammadRezaAref,"Iranian Politician, Electrical Engineer And University Professor, Parliament member | Campaign Dr.Aref",person,
558739638,MohamedNasheed,Mohamed Nasheed,"Maldives' first democratically-elected President, Amnesty Intl's Prisoner of Conscience, UN's Champion of the Earth, Newsweek's World's 10 Best Leaders",person,
328894456,moispokesman,Sediq Sediqqi,This is the official Twitter Account of The Spokesperson to the Afghan Ministry of Interior Affairs,person,
444465942,moonriver365,문재인,파도에 흔들릴지라도 가라앉지 않습니다.,person,
51737868,MoosaWaseem,Moosa Waseem,"Anchor @tvmaldives since 2004. Tweets are my personal view, and do not represent my workplace. Host of #MaldivianIdol RTs are not endorsements.",person,
148694562,Mpraiz,Mozez Praiz,"All views stated here are workings of my internal configuration & in no way represent the views of organizations I rep, unless stated otherwise IG: @mpraiz",person,
574253,mrbrown,mrbrown,"mrbrown aka Kinmun Lee, Blogfather of Singapore, satirist, writer, lyricist, traveler, photographer, cyclist, gamer, and podcaster. Papa of Faith, Isaac & Joy.",person,
16832632,MrKRudd,Kevin Rudd,Former PM of Australia. Pres. of @AsiaPolicy Proud father of 3 great kids with my wife Therese. Proud granddad of Josie & McLean. Born & raised in country QLD.,person,
143267219,MrMikeMcRoberts,Mike McRoberts,"Newshub anchor and reporter, and author of Beyond the Frontline. Aspiring marathoner, but still look like a rugby player out for a long run.",person,
92708272,msdhoni,Mahendra Singh Dhoni,"Member TEAM INDIA, Biker, Gamer, hindi retro aficionado, an absolute pet-lover and perennially hungry for chicken butter masala",person,
31685653,MsLeaSalonga,Lea Salonga,"Singer, actor, occasional dancer, wife, mom, writer, traveler, foodie, and budding Instagram photographer. Coach on The Voice (Philippines). Loving my life.",person,
54610518,mubasherlucman,Mubasher Lucman,Mubasher Lucman is currently on the top of anchorpersons index in Pakistan & specializes in Investigative Journalism. He currently hosts program Khara Sach.,person,
48193998,MukhrizMahathir,Mukhriz Mahathir,"Former Menteri Besar Kedah Darul Aman, Vice President of Parti Pribumi Bersatu Malaysia, Ayer Hitam State Assemblyman",person,
560641368,mushfiqur15,Mushfiqur Rahim,It's all about diversity. Player and Test captain of Bangladesh with great passion for the game.,person,
1669854782,MVenkaiahNaidu,M Venkaiah Naidu,"Union Minister for Urban Development, Housing & Urban Poverty Alleviation, Information & Broadcasting",person,
52584545,n_izzah,Nurul Izzah,M.P. of Lembah Pantai & Vice President of multiracial KEADILAN. Proud & busy mom of busy bees: Saffster and Harith,person,
243711009,NabilAlawadhy,نبيل علي العوضي,( الحساب الرسمي ) ( Official Account ),person,
169274239,NaguibSawiris,Naguib Sawiris,"Investor,Developer . Loves Egypt,likes Italy and Brasil ! Founding Member of Al Masreyeen Al Ahrrar party. Freedom fighter, tired but strong! In God i trust !",person,
104141949,najamsethi,Najam Sethi,"Chairman ExCo PCB; Chairman @thepslt20; CEO Vanguard Books; Editor, @tft_; Host @aapaskibaat on GEO TV; Eric Lane Fellow Clare College Cambridge University UK",person,
16389180,NajibRazak,Mohd Najib Tun Razak,"Prime Minister of Malaysia, working towards a #BetterNation",person,
16912985,NajwaShihab,Najwa Shihab,"TV Anchor, Host of a weekly program 'Mata Najwa', every Wednesday 8 PM on Metro TV, Indonesia",person,
1867843520,NandanNilekani,Nandan Nilekani,Co-founder of @Infosys. Worked on #Aadhaar. Co-author of @RebootingIndia. Author of @ImaginingIndia.,person,
