"followee","screen_name","name","timezone","description","category","country","count","rank"
5988062,"TheEconomist","The Economist","Eastern Time (US & Canada)","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel","Finland",40,58
8161232,"richardbranson","Richard Branson","London","Tie-loathing adventurer, philanthropist & troublemaker, who believes in turning ideas into reality. Otherwise known as Dr Yes at @virgin!","person","Kuwait",40,98
14589119,"qatarairways","Qatar Airways","Kuwait","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline","Bulgaria",40,1
15066760,"lonelyplanet","Lonely Planet","London","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel","Zimbabwe",40,74
15492359,"TEDTalks","TED Talks","Eastern Time (US & Canada)","The official feed for http://t.co/XyGsGk6F0m. Ideas worth spreading.","channel","Sweden",40,75
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Kuwait",40,99
17230018,"Spotify","Spotify","Eastern Time (US & Canada)","Music for every moment. Play, discover, and share for free.  Need support? We're happy to help at @SpotifyCares","","Sweden",40,76
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Finland",40,59
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Iran",40,13
24727891,"nokia","Nokia","Helsinki","Are you ready for a new era of technology? Join us in expanding the human possibilities of the connected world.","brand","Finland",40,60
26565946,"jtimberlake","Justin Timberlake","Pacific Time (US & Canada)","","person","Kuwait",40,100
27860681,"WorldBank","World Bank","Eastern Time (US & Canada)","The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.","other","Zimbabwe",40,75
39559926,"airliners_net","Airliners.net","Pacific Time (US & Canada)","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","","Sweden",40,77
40113236,"AirlineReporter","Airline Reporter","Pacific Time (US & Canada)","Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!","","Sweden",40,78
44886859,"GoogleTravel","Google Travel Team","Pacific Time (US & Canada)","Google's Travel Team (Official): Here to provide the latest industry news & data","travel","Sweden",40,79
51241574,"AP","The Associated Press","Eastern Time (US & Canada)","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news","Zimbabwe",40,76
56377143,"KLM","Royal Dutch Airlines","Amsterdam","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline","Armenia",40,9
106062176,"airfrance","Air France","Paris","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline","Kazakhstan",40,71
106062176,"airfrance","Air France","Paris","#FranceisintheAir! Stay connected for our latest news! At your service 24/7 (Personal info by DM only)","airline","Czech Republic",40,14
146619371,"Utrikesdep","Utrikesdepartementet","Stockholm","Välkommen till UD på Twitter. Här twittrar UD:s presstjänst om allt som rör utrikesförvaltningens arbete. För konsulär info: @UDResklar For English: @SweMFA","other","Sweden",40,80
150429478,"Sah75official","Shakib Al Hasan","","professional cricket player","p","Kazakhstan",40,72
155659213,"Cristiano","Cristiano Ronaldo","Madrid","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person","Zimbabwe",40,77
173992307,"BBC_Travel","BBC Travel","Eastern Time (US & Canada)","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel","Denmark",40,57
177547780,"ICC","ICC","London","The official twitter account of the International Cricket Council, world cricket’s governing body #CT17 Starts June 1st 2017","other","Kazakhstan",40,73
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","Israel",40,10
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","Peru",40,4
260907612,"united","United","Central Time (US & Canada)","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline","Czech Republic",40,15
316577087,"BCBtigers","Bangladesh Cricket","Dhaka","The Official Twitter of Bangladesh Cricket. News, Updates and Live Score. #riseofthetigers","","Kazakhstan",40,74
409089061,"BrettLee_58","Brett Lee","Sydney","Former Cricketer now commentator","","Kazakhstan",40,75
627673190,"ChampionsLeague","Champions League","Amsterdam","The official home of the UEFA Champions League on Twitter.     Spanish account: @LigadeCampeones U19: @UEFAYouthLeague","sports","Zimbabwe",40,78
2884106770,"SAS_Viking","SAS Viking","","My name is Emund Viking(LN-RKH), an Airbus 330 and a proud member of @SAS. I´m super happy because I´m going to be the second plane with #SASNEWCABIN.","airline","Sweden",40,81
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Afghanistan",39,9
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Iran",39,14
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Finland",39,61
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Afghanistan",39,10
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Afghanistan",39,11
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Iran",39,15
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Armenia",39,10
5920532,"Delta","Delta","Eastern Time (US & Canada)","Official account of Delta Air Lines. We’re listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline","Israel",39,11
6017542,"BreakingNews","Breaking News","Eastern Time (US & Canada)","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news","Kazakhstan",39,76
11348282,"NASA","NASA","Eastern Time (US & Canada)","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other","Zimbabwe",39,79
14511951,"HuffingtonPost","Huffington Post","Eastern Time (US & Canada)","internet lovers | sleep believers | news addicts | big font obsessives | greek yogurt fans | Sign our petition to end food waste: https://t.co/kRV9KPguV7","news","Sweden",39,82
18759751,"sr_nyheter","SR Nyheter","Stockholm","Automatfeed med nyhetsrubriker från Ekot, Radiosporten, Kulturnytt, Vetenskapsradion, P3 Nyheter och Radio Sweden på svenska. Prata med oss via @sr_ekot.","news","Sweden",39,83
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Armenia",39,11
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Israel",39,12
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Peru",39,5
27067896,"IATA","IATA","Eastern Time (US & Canada)","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel","Zimbabwe",39,80
30313925,"WhiteHouse","The White House","Eastern Time (US & Canada)","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","person","Denmark",39,58
36184220,"NatGeoTravel","NatGeoTravel","Eastern Time (US & Canada)","Your guide to traveling with passion and purpose","travel","Sweden",39,84
37706685,"Aftonbladet","Aftonbladet","Stockholm","Nordens största dagstidning. Aftonbladet har över 3,5 miljoner läsare - varje dag. Här twittrar vi från redaktionen. https://t.co/Nx5BDUmhJN","channel","Sweden",39,85
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Poland",39,62
91478624,"Forbes","Forbes","Eastern Time (US & Canada)","Official Twitter account of http://t.co/iVGiXAHX, homepage for the world's business leaders.","channel","Sweden",39,86
173992307,"BBC_Travel","BBC Travel","Eastern Time (US & Canada)","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel","Sweden",39,87
343627165,"premierleague","Premier League","Europe/London","Official Twitter account of the Premier League. The official Premier League app is now LIVE and FREE to download https://t.co/2wlDwf7gu1","sports","Kazakhstan",39,77
1404590618,"HassanRouhani","Hassan Rouhani","Tehran","Iranian President's Sole English Account ¦ Persian @Rouhani_ir ¦ media@rouhani.ir","p","Iran",39,16
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Austria",38,28
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Solomon Islands",38,3
2467791,"washingtonpost","Washington Post","Eastern Time (US & Canada)","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news","Sweden",38,88
7212562,"SouthwestAir","Southwest Airlines","Central Time (US & Canada)","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline","Kazakhstan",38,78
9075022,"RPPNoticias","RPP Noticias","Lima","Noticias del Perú y el mundo actualizadas desde nuestra redacción minuto a minuto.","","Peru",38,6
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","Afghanistan",38,12
14872237,"realmadrid","Real Madrid C. F.","Madrid","Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRANÇAIS @realmadridfra, العربيه @realmadridarab, 日本語 @realmadridjapan.","sports","Kazakhstan",38,79
15066760,"lonelyplanet","Lonely Planet","London","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel","Austria",38,29
15378041,"VirginAustralia","Virgin Australia","Brisbane","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline","Kazakhstan",38,80
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Zimbabwe",38,81
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Iran",38,17
16211434,"TravelLeisure","Travel + Leisure","Eastern Time (US & Canada)","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel","Zimbabwe",38,82
16425197,"Lumia","Lumia","Pacific Time (US & Canada)","The official destination for the latest news, updates and insights from the Microsoft Lumia team. For support Tweet @LumiaHelp","brand","Kazakhstan",38,81
16777876,"tv2breaking","TV 2 Breaking | LIVE","Copenhagen","Breaking news og LIVE-opdateringer fra tv2.dk's nyhedsredaktion. Tip os på 1234@tv2.dk | Facebook: http://t.co/B9fmx6p5wm | Instagram: tv2nyhederne","","Denmark",38,59
17365848,"Expedia","Expedia","Pacific Time (US & Canada)","Travel tips, inspiration & deals from https://t.co/fcT976R6Hd. Customer service from 5am-10pm PT daily. Have you checked out the Expedia Viewfinder blog yet?","travel","Sweden",38,89
18148907,"AviationWeek","Aviation Week","London","Insight and analysis from the Aviation Week Network, the largest information provider to the global aviation, aerospace and defense industries since 1916.","","Poland",38,63
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Hungary",38,3
19110632,"TravelMagazine","The Travel Magazine","London"," Get the latest travel news, articles, reports, guides, offers, competitions and more from https://t.co/0In5ml7F8A - we'd love to hear from you too.","travel","Denmark",38,60
19110632,"TravelMagazine","The Travel Magazine","London"," Get the latest travel news, articles, reports, guides, offers, competitions and more from https://t.co/0In5ml7F8A - we'd love to hear from you too.","travel","Zimbabwe",38,83
20280065,"HansRosling","Hans Rosling","Stockholm","Professor Global Health, Karolinska Institutet. Edutainer & co-founder of Gapminder Foundation","p","Sweden",38,90
20796069,"jensstoltenberg","Jens Stoltenberg","Copenhagen","","","Sweden",38,91
23413363,"KoreanAir_KE","Korean Air","Seoul","Leading Global carrier, a founding member of SkyTeam, operates more than 400 flights per day to 131 cities in 46 countries.","airline","Kazakhstan",38,82
25379996,"CzechAirlines","CzechAirlines","Prague","Official twitter channel of Czech Airlines. Share your travel stories with hashtag #flyOK","","Czech Republic",38,16
27860681,"WorldBank","World Bank","Eastern Time (US & Canada)","The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.","other","Kazakhstan",38,83
28785486,"ABC","ABC News","Eastern Time (US & Canada)","See the whole picture with @ABC News. Join us on Facebook: https://t.co/ewMNZ54axm","news","Kazakhstan",38,84
31813469,"fritidsresor","Fritidsresor","Stockholm","Följ oss och få nyheter om företaget, rabatter, erbjudanden och nyheter om resor.   För frågor och svar så är Facebook snabbare: http://t.co/HW210f01","channel","Sweden",38,92
33875003,"Gatwick_Airport","Gatwick Airport LGW","London","We're here 24/7 to answer your questions and help you have a great experience at Gatwick. Follow @LGWobviously for runway 2 news.","airport","Poland",38,64
39559926,"airliners_net","Airliners.net","Pacific Time (US & Canada)","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","","Poland",38,65
56377143,"KLM","Royal Dutch Airlines","Amsterdam","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline","Peru",38,7
64672345,"eurocontrol","EUROCONTROL","Brussels","The European Organisation for the Safety of Air Navigation. We keep you informed on the air traffic situation in Europe and on developments in ATM.","","Denmark",38,61
96951800,"FCBarcelona","FC Barcelona","Paris","More official accounts @fcbarcelona_cat @fcbarcelona_es @fcbarcelona_br @fcbarcelona_jp @fcbarcelona_id, @fcbarcelona_ara @fcbarcelona_fra @fcbarcelona_tr","sports","Kazakhstan",38,85
116411298,"CT24zive","ČT24","Prague","Váš informační náskok. Zpravodajská stanice České televize.","","Czech Republic",38,17
124476322,"lufthansa","Lufthansa","Bern","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline","Hungary",38,4
173992307,"BBC_Travel","BBC Travel","Eastern Time (US & Canada)","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel","Poland",38,66
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","Iran",38,18
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Hungary",38,5
1339835893,"HillaryClinton","Hillary Clinton","Eastern Time (US & Canada)","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed –H","person","Sweden",38,93
1536791610,"POTUS","President Obama","Atlantic Time (Canada)","Dad, husband, and 44th President of the United States. Tweets may be archived: http://t.co/eVVzoATsAR.","person","Zimbabwe",38,84
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Iran",37,19
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Zimbabwe",37,85
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Finland",37,62
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Austria",37,30
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Finland",37,63
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Afghanistan",37,13
1774391,"nytimestravel","NY Times Travel","Eastern Time (US & Canada)","Travel news and features from around the world.","travel","Denmark",37,62
2467791,"washingtonpost","Washington Post","Eastern Time (US & Canada)","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news","Denmark",37,63
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","Finland",37,64
5988062,"TheEconomist","The Economist","Eastern Time (US & Canada)","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel","Poland",37,67
10228272,"YouTube","YouTube","Pacific Time (US & Canada)","lol watch this","channel","Austria",37,31
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","Sweden",37,94
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Iran",37,20
20536157,"google","Google","Pacific Time (US & Canada)","News and updates from Google","channel","Poland",37,68
20595021,"DRBreaking","DR Nyheder Breaking","Copenhagen","Breaking News fra DR Nyheder. Danmarks mest troværdige nyhedsmedie. Få ALLE vores historier på @drnyheder","","Denmark",37,64
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Iran",37,21
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Czech Republic",37,18
25103967,"Boeing","The Boeing Company","Central Time (US & Canada)","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel","Finland",37,65
30313925,"WhiteHouse","The White House","Eastern Time (US & Canada)","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","person","Zimbabwe",37,86
36184220,"NatGeoTravel","NatGeoTravel","Eastern Time (US & Canada)","Your guide to traveling with passion and purpose","travel","Denmark",37,65
36184220,"NatGeoTravel","NatGeoTravel","Eastern Time (US & Canada)","Your guide to traveling with passion and purpose","travel","Finland",37,66
39559926,"airliners_net","Airliners.net","Pacific Time (US & Canada)","The Best Aviation Photos, Largest Online Aviation Community, Airplane Information and Aviation News!","","Denmark",37,66
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Iran",37,22
56377143,"KLM","Royal Dutch Airlines","Amsterdam","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline","Hungary",37,6
77696645,"dailystarnews","The Daily Star","Dhaka","Bangladesh's largest English Daily. The latest & breaking news, features, analysis and more from @dailystarnews.","","Kazakhstan",37,86
260907612,"united","United","Central Time (US & Canada)","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline","Israel",37,13
487118986,"XHNews","China Xinhua News","Beijing","China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V","news","Kazakhstan",37,87
2425151,"facebook","Facebook","Pacific Time (US & Canada)","Giving people the power to share and make the world more open and connected.","brand","Kazakhstan",36,88
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","Afghanistan",36,14
5920532,"Delta","Delta","Eastern Time (US & Canada)","Official account of Delta Air Lines. We’re listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline","Iran",36,23
5920532,"Delta","Delta","Eastern Time (US & Canada)","Official account of Delta Air Lines. We’re listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline","Peru",36,8
10451602,"NRKno","NRK","Stockholm","Den offisielle Twitter-kontoen til NRK. Tips oss på telefon, sms og mms til 03030. 03030@nrk.no","news","Denmark",36,67
12397052,"luxury__travel","A Luxury Travel Blog","London","Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 )","travel","Zimbabwe",36,87
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","Denmark",36,68
14293310,"TIME","TIME","Eastern Time (US & Canada)","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news","Denmark",36,69
14363353,"travelchannel","Travel Channel","Eastern Time (US & Canada)","The official Twitter account of Travel Channel (US). Follow us to talk about all things travel!","travel","Sweden",36,95
16432083,"erna_solberg","Erna Solberg","Stockholm","Statsminister i Norge. Jobber for et samfunn med muligheter for alle. For saker til forvaltningen, henvend deg til rette myndighet for saksbehandling.","p","Denmark",36,70
16542390,"ESPNcricinfo","ESPNcricinfo","Mumbai","The home of cricket. https://t.co/tBXKmUsRs1
https://t.co/SehLbGwWnT","","Kazakhstan",36,89
21447363,"katyperry","KATY PERRY","Alaska","Rising...","person","Zimbabwe",36,88
21759987,"Icelandair","Icelandair","Monrovia","Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.","","Poland",36,69
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Bolivia",36,3
25073877,"realDonaldTrump","Donald J. Trump","Eastern Time (US & Canada)","","person","Zimbabwe",36,89
36065771,"cntraveller","Condé Nast Traveller","London","Travel inspiration from the editors of Condé Nast Traveller UK","","Sweden",36,96
38676903,"easyJet","easyJet","London","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel","Czech Republic",36,19
44584428,"tv2newsdk","TV 2 NEWS","Copenhagen","TV 2 NEWS - først. 24 timer i døgnet. #TV2NEWS","","Denmark",36,71
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Peru",36,9
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Hungary",36,7
45621423,"EtihadAirways","Etihad Airways","Abu Dhabi","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline","Bulgaria",36,2
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Finland",36,67
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Afghanistan",36,15
115485051,"ConanOBrien","Conan O'Brien","Alaska","The voice of the people. Sorry, people.","person","Finland",36,68
127765218,"davidwarner31","David Warner","Sydney","Australian cricketer, enjoys life, loves golf, keen interest in horse racing. Husband to Candice, father of two beautiful girls Ivy Mae, Indi Rae.","p","Kazakhstan",36,90
168606635,"DaleSteyn62","Dale Steyn","Greenland","Terrible guitar player...","","Kazakhstan",36,91
180505807,"instagram","Instagram","Pacific Time (US & Canada)","Discovering — and telling — stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel","Finland",36,69
218730857,"Qantas","Qantas","Sydney","The official Qantas Twitter page to share information & get feedback. We’re online 24 hours a day, 7 days a week.","airline","Armenia",36,12
821045162,"emirates","Emirates airline","Abu Dhabi","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline","Bolivia",36,4
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Israel",35,14
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Sweden",35,97
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Peru",35,10
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Israel",35,15
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Belarus",35,5
1344951,"WIRED","WIRED","Pacific Time (US & Canada)","WIRED is where tomorrow is realized.","channel","Sweden",35,98
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Iran",35,24
2768501,"abcnews","ABC News","Sydney","Latest news updates from the Australian Broadcasting Corp. This is an official @abcaustralia account.","news","Solomon Islands",35,4
12397052,"luxury__travel","A Luxury Travel Blog","London","Blogging on all things luxury travel at http://t.co/qClm5pokjd - please contact us via the blog ( http://t.co/ItuVWGd0i7 )","travel","Finland",35,70
14700316,"hrw","Human Rights Watch","Eastern Time (US & Canada)","We provide timely information on #humanrights crises in 90+ countries. Curated by @jimmurphysf, @astroehlein & @snorthfield45 Staff list https://t.co/wBw0SILvlQ","other","Kazakhstan",35,92
16211434,"TravelLeisure","Travel + Leisure","Eastern Time (US & Canada)","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel","Sweden",35,99
16898427,"cathaypacific","Cathay Pacific","Hong Kong","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You’ll find us tweeting Mon-Fri between 9am & 5pm","airline","Iran",35,25
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Bulgaria",35,3
20536157,"google","Google","Pacific Time (US & Canada)","News and updates from Google","channel","Finland",35,71
21887420,"GuardianTravel","Guardian Travel","London","The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps","travel","Sweden",35,100
