"screen_name","name","description","category","X","count"
"Aerolineas_AR","AerolineasArgentinas","Bienvenido a la cuenta oficial de Aerolineas Argentinas - Atencion de Lunes a Viernes de 9:30 hs a 17:00 hs - https://t.co/hiztGnTxcY","airline",NA,1
"OtgonbayarY","Ё. Отгонбаяр","Боловсрол, соёл, шинжлэх ухаан, спортын дэд сайд Vice-Minister of Education, Culture, Science and Sport","person",NA,1
"kilicdarogluk","Kemal Kilicdaroğlu","Cumhuriyet Halk Partisi Genel Baskani http://t.co/NfO0N0mnaP http://t.co/em42GGenMX","",NA,1
"ZainJo","Zain Jordan","Welcome to Zain's Wonderful World. Engage us we are just one tweet away :-)","",NA,1
"SturmBoxing","Felix Sturm","5 Time WorldChampion https://t.co/ygidFte7oB https://t.co/71LtzPB4ox #AdnanĆatić","",NA,1
"BIS_org","Bank for Intl Settl.","Supporting global monetary & financial stability - - - - Join us @BIS_org_jobs","other",NA,1
"VodafoneGhana","Vodafone Ghana","Official twitter account.Get all the latest product news and info.For customer complaints, tweet at @askvodafonegh. NB:Retweets are not endorsements","brand",NA,1
"milibritez","mili britez","Periodista. Conductor de Teleshow en Latele. Jurado en Rojo por Telefuturo.","person",NA,1
"FlySWISS_CH","Swiss Intl Air Lines","Our best offers for customers in Switzerland. For information, contests and news about SWISS follow @FlySWISS","airline",NA,1
"NASA_Technology","NASA Technology","The hub for space technology projects, developments and news at NASA.","other",NA,1
"FAANews","The FAA","News updates from the Federal Aviation Administration. Following or RT does not mean endorsement.","travel",NA,1
"NicolaSturgeon","Nicola Sturgeon","First Minister of Scotland, @theSNP Leader and MSP for Glasgow Southside.","person",NA,1
"NTSB","NTSB","The NTSB investigates accidents in aviation, highway, marine, rail & pipeline and makes recommendations to improve transportation safety for everyone.","other",NA,1
"belalfadl","Belal Fadl","كاتب على باب الله إذا أغضبك ما أكتبه ارحم نفسك بالأنفولو ودع ما يغيظك إلى ما لايغيظك، تذكر دائما الحياة قصيرة","person",NA,1
"VivaColombiaco","VivaColombia","Aqui responderemos todas tus dudas. Estamos conectados de lunes a domingo de 3:00 a.m - 12:00 a.m. Siguenos y cuentanos tu sueno.","",NA,1
"Rigas_pils","Valsts prezidents","Oficialais Latvijas Valsts prezidenta Twitter konts / Official Twitter account of the President of Latvia","person",NA,1
"strakovka","Urad vlady CR","Oficialni twitter ucet Uradu vlady Ceske republiky","",NA,1
"KBSnews","KBS 뉴스","KBS 뉴스가 여러분과 소통하기 위한 공간입니다. SNS를 통해 제보도 받고 있습니다. 고맙습니다.","news",NA,1
"BBD_Aircraft","Commercial Aircraft","Bombardier Commercial Aircraft has the industry's broadest portfolio of aviation products and services for single-aisle, regional and turboprop aircraft markets","brand",NA,1
"aviationblogs","AviationBlogs","Pilot, Aircraft Mechanic and Entrepreneur. Posts About Everything Aviation - Videos, Photos, News, Flight School Profiles, Flight Training Information and more.","travel",NA,1
"ONENT","ON E","#ON_E بتقنية HD تمنحك تجربة ممتعة ومجموعة مميزة من الأفلام والبرامج والمسلسلات الجديدة عبر تردد 10853 أفقي نايل سات معامل الترميز 27500 معامل تصحيح الخطأ 6/5","",NA,1
"Joey7Barton","Joseph Barton","#Kaizen","",NA,1
"AirAsiaThailand","AirAsiaThailand","เราคือสายการบินที่ใครๆก็บินได้ follow เราเพื่อรับข่าวสาร สอบถามข้อสงสัย หรือร่วมกิจกรรมรับของรางวัลที่นี่ หรือที่ http://t.co/05h2cgvu2c","airline",NA,1
"VTMNIEUWS","VTM NIEUWS","Dit is de officiele Twitter van VTM NIEUWS. Je kan reageren via #VTMNIEUWS.","",NA,1
"LetrasIntensas","Frases Intensas","Una buena chica conoce sus limites, una mujer inteligente sabe que no tiene ninguno... Sigueme en mi cuenta personal @sirena_magica SirenaPublicidad@gmail.com","",NA,1
"TipsarevicJanko","Janko Tipsarevic","Work hard. Play harder. Stay humble.","person",NA,1
"TOLOnews","TOLOnews","TOLOnews is Afghanistan's first 24-hours news and current affairs television network.","news",NA,1
"PatriqKanyomozi","Kanyomozi District","I know who I am.  Strictly personal opinion,retweets not endorsements.","",NA,1
"aawsat_News","صحيفة الشرق الأوسط","الحساب الرئيسي لجريدة العرب الدولية الشرق الأوسط من #لندن @aawsat_news","news",NA,1
"NaguibSawiris","Naguib Sawiris","Investor,Developer . Loves Egypt,likes Italy and Brasil ! Founding Member of Al Masreyeen Al Ahrrar party. Freedom fighter, tired but strong! In God i trust !","person",NA,1
"aristeguicnn","Carmen Aristegui","Detras de escena con el equipo que produce Aristegui en CNN. Los tuits de Carmen se firmaran como -C. Aristegui o -C.","person",NA,1
"BNT_1","БНТ","Официален Twitter профил на Българската национална телевизия - БНТ","brand",NA,1
"nikkei","日本経済新聞 電子版","日本経済新聞 電子版の公式アカウントです。編集責任者がニュースのポイントや�i��どころを紹介します。電子版に掲載したニュースもピックアップして配信します。","news",NA,1
"Hilary_Barry","Hilary Barry","Nasty Woman. Early riser. Likes strong coffee.","person",NA,1
"BoAkwon","BoA","","person",NA,1
"TheNoteBookEs","Diario De Una Pasion","No concordaban mucho. De hecho, casi nunca concordaban. Siempre se peleaban. Tenian algo importante en comun. Estaban locos el uno por el otro.","",NA,1
"KP24","KP","","person",NA,1
"lsmlv","LSM zinu portals","Latvijas Radio un Latvijas Televizijas vienotais interneta portals","person",NA,1
"CNNTravel","CNN Travel","Your insider guide to the latest travel news and the world's best travel, entertainment and lifestyle experiences.","travel",NA,1
"SCTV_","SCTV","Stasiun Televisi Satu Untuk Semua, PT. Surya Citra Televisi - @SCTV_ // @SCTVSports // @FTV_SCTV // @InboxSCTV_ // Google+ https://t.co/BrjgfLs1sr","news",NA,1
"mornemorkel65","Morne Morkel","Proudly @OfficialCSA & @KKRiders","",NA,1
"vivacom","VIVACOM","VIVACOM предлага пълно телекомуникационно обслужване - домашен и мобилен телефон, Интернет, цифрова TV и изгодни пакетни услуги.","brand",NA,1
"eltreceoficial","eltrecetv .com","Twitter oficial de eltrece. https://t.co/IxWunEfhFG","news",NA,1
"SteveChambitas","Steve Chambitas","Padre de los millenials y emprendedor creador del aifon","person",NA,1
"adaderana","Ada Derana","A premier breaking news website offering news from Sri Lanka in English, Sinhala and Tamil.","news",NA,1
"Scott_Waide","Scott Waide","#PapuaNewGuinean TV Journalist | Producer | #EMTV Lae Bureau Chief | Proud #Morobean | Unless stated otherwise, all tweets are my own views","person",NA,1
"afghantoday","Afghanistan Today","Afghanistan Today presents journalism made in Afghanistan by local journalists. #Afghanistan #Pakistan #news Dari/Pashto: @afg2day","news",NA,1
"Rwandamigration","RwandaImmigration","Official twitter handle of Rwanda Directorate General of Immigration and Emigration.  Vision: Build Rwanda as a prosperous, welcoming and secure nation.","other",NA,1
"naviomusic","#TheChosen #EastLORD","1UEA, 5 PAM Awards, 1NEA, 4CMVA, 9 BUZZ Awards, 8 Hipipo Awards, a Kisima Award, 4 Channel O and 4 Kora Noms, 1AEA ETC! Bks: +256712432773 naviomusic1@gmail.com","",NA,1
"Spruke","Spooky Sprukey","Buffalo DJ. Sundays at 8pm EST I spin live at https://t.co/7QikmTSXT8. Shows replay at https://t.co/6qbK94SQK0. I tweet EDM, M:TG, liberalism, & selfies.","person",NA,1
"QatarPrayer","مواقيت الصلاة في قطر","تنبيه تلقائي لأوقات الصلاة في دولة قطر، بالإعتماد على دار التقويم القطري. Auto-alert for Prayer times in #Qatar.","other",NA,1
"Uruguay_Natural","Uruguay Natural","Twitter oficial de Uruguay Natural - Ministerio de Turismo. Desde aqui compartiremos novedades sobre Uruguay.","other",NA,1
"SRF","SRF","Kompetente Auskunft zu Schweizer Radio und Fernsehen. Sandra ^sa, Jan ^js, Cedric ^cm, Maya ^ma, Regula ^re, Pascal ^pg, Helene ^he","channel",NA,1
"Moncler","Moncler","Born in the mountains, lives in the city. The official account for Moncler.","brand",NA,1
"McIlroyRory","Rory McIlroy","I hit a little white ball around a field sometimes","person",NA,1
"MasQuePalabras","Reflexiones","Cuenta dedicada a plasmar la vida diaria. Siguenos y disfruta del contenido. Suscribanse a mi canal - https://t.co/2IDWIOw5yf ��️","",NA,1
"VisitGreecegr","Visit Greece","The Official twitter account of the Greek National Tourism Organisation. #Travel ideas, events, guides, answers & more about #Greece. Tweets by the web team.","other",NA,1
"ErbolDigital","ERBOL","ERBOL, la Red Multimedia de mayor cobertura en Bolivia Siguenos en Facebook: http://t.co/mDjd3aH8 Escuchanos en internet: http://t.co/3Nr9X3CQ","news",NA,1
"ISS_Research","ISS Research","NASA's official source for #research & #science from the International Space Station: the world's laboratory in orbit. Follow @Space_Station for mission news.","other",NA,1
"YosriFouda","Yosri Fouda","Editor/Presenter, The Fifth Estate السلطة الخامسة, DW (عربية)","person",NA,1
"LaTrastiendaMVD","La Trastienda MVD","D. Fernandez Crespo 1763. Tickets en Red UTS: Redpagos, Tienda Inglesa y online en http://t.co/fSNN5U3GQ4","",NA,1
"airasiajp","AirAsia Japan【公式】","エアアジアの公式Twitterです。 s�n�・台湾・タイ・マレーシア・シンガポール・カンボジア・ベトナム、その他東南アジア・オーストラリアへの最新の旅情S�が満載！いただいたコメントへのz�返事はいたしか�i��すのでAsk AirAsiaよりご連絡下さい。【http://t.co/28mo6KPNbc】","airline",NA,1
"bankofgeorgia","Bank of Georgia","Leading Georgian financial group","other",NA,1
"tvTA3","TA3","To najdolezitejsie z http://t.co/EI3lZl5v","news",NA,1
"Grameenphone","Grameenphone","Grameenphone is the largest telecommunications operator in Bangladesh with a nationwide network that covers almost 100% population.","brand",NA,1
"iam_Davido","Davido","son of mercy ..... DMW .....","person",NA,1
"VisitIstra","Visit Istria","Official Twitter channel of Istria Tourist Board. http://t.co/cpDy4gc099","other",NA,1
"fitur_madrid","Fitur","Feria internacional de #turismo // International #Tourism Trade Fair. Toda la informacion de la feria y el sector #turistico","travel",NA,1
"sanath07","Sanath Jayasuriya","Sri Lankan, Former Cricketer","person",NA,1
"svo_airport","Аэропорт Шереметьево","Официальный твиттер аэропорта Шереметьево. Международный аэропорт Шереметьево (Москва) �� крупнейший российский аэропорт по обслуживанию международных рейсов.","airport",NA,1
"BSPPacific","BSP","Bank South Pacific is the South Pacific's largest locally owned retail bank with over 60 branches and in excess of 9 Billion kina in assets.  www.bsp.com.pg","other",NA,1
"AnnCoulter","Ann Coulter","Author - follow me on #Facebook! http://t.co/i7VTQ5btPI Disregard my earlier claims that I'd never be on Facebook.","person",NA,1
"RealVolya","Pavel Volya","Премьера! Новый альбом �Мысли и музыка� уже доступен. Эксклюзивно в iTunes и Apple Music: https://t.co/C31jDBXp96","person",NA,1
"eucopresident","Donald Tusk","Twitter channel of Donald Tusk, President of the European Council. Managed by the media team.","person",NA,1
"usmissionuganda","U.S. Mission Uganda","The United States has enjoyed diplomatic relations with Uganda for over 30 years. Official handle of U.S. Mission Uganda, facilitated by U.S. Embassy Kampala.","other",NA,1
"narayanwagle","narayan wagle","journalist, writer","person",NA,1
"Arlietas","Ārlietu ministrija","ĀM izstrada un isteno LV arpolitiku, lai raditu labveligus apstaklus starptautiskajai drosibai un iekspolitiskajai stabilitatei. In English, follow @Latvian_MFA","person",NA,1
"NTN24ve","NTN24 Venezuela","Cuenta oficial de NTN24 enfocada en Venezuela. Siga nuestra senal EN VIVO descargando nuestra app para iPhone o Android","",NA,1
"Dima_Khatib","Dima Khatib أنا ديمة","ديمة الخطيب شجرة زيتون بفلسطين. +Managing Director AJ امرأة حريرية-حديدية. كتابي #لاجئة_حب لدى https://t.co/tuE0gin4wF سناب: dimatib","person",NA,1
"AndrzejDuda","Andrzej Duda","","person",NA,1
"ukinburma","UK in Burma","Official profile for the British Embassy in Rangoon. Follow us for links to Burma news, human rights, and the upcoming elections in Burma.","other",NA,1
"tagesanzeiger","Tages-Anzeiger","Hier twittern @janro und @mmmatze fur den Tages-Anzeiger.","",NA,1
"20thcenturyfox","20th Century Fox","Welcome to the Official Twitter page for 20th Century Fox.","brand",NA,1
"raufaregbesola","Rauf Aregbesola","Official Twitter Handle of Governor of the State of Osun, Nigeria. | Personal tweets are signed - RA","person",NA,1
"neimanmarcus","Neiman Marcus","Life inside (and sometimes outside) an iconic American store. For full-service customer care, please call 1-800-727-6989.","brand",NA,1
"LATAM_ARG","LATAM en Argentina","Bienvenido a LATAM Airlines Argentina. Estamos listos para ayudarte 24/7. Descubri mas sobre nosotros en https://t.co/rdsbUBSKen.","airline",NA,1
"MONEY","Money","Smart ideas for how to invest sensibly, plan wisely, and spend smartly from the editors and writers of MONEY","other",NA,1
"Hiperviajesuy","HiperViajes","Bienvenidos a la pagina oficial de HiperViajes en Twitter. Horario de atencion: Lun a Sab 9 a 20 hs y Dom 11 a 20 hs. Tel. 2902 2233","",NA,1
"BJP4India","BJP","Official Twitter account of the Bharatiya Janata Party (BJP).","other",NA,1
"gianmarcomusica","Gianmarco","Soy musico....nada mas.","",NA,1
"MashiRafael","Rafael Correa","Presidente Constitucional de la Republica del Ecuador.","person",NA,1
"News_mn","News.mn","Мэдээллийн Эх Сурвалж  https://t.co/kcju0gwiap http://t.co/QTEeAU8Xx0","news",NA,1
"danielricciardo","Daniel Ricciardo","Formula 1 driver from Australia. I drive cars. Fast. https://t.co/qYhn74DGfS - Brand, News & Live Race Updates: @RicciardoDR","person",NA,1
"AdrianaLima","Adriana Lima","http://t.co/ek49S0n65D","person",NA,1
"OMCHH_org","OMCHH","Organizacion de Medios de Comunicacion de Habla Hispana","",NA,1
"themichaelowen","michael owen","The Official Twitter Account of Michael Owen","person",NA,1
"ChopinAirport","Chopin Airport, WAW","This is an official Twitter feed of Warsaw Chopin Airport - the main gateway of Poland. Check our news and tips and send us questions and comments.","airport",NA,1
"proggieug","Proggie Uganda","Get the scoop on the latest events happening around you! Search for events, find events by location or by category! https://t.co/K6dOf86LkG","channel",NA,1
"fsnews_it","FSNews","News e aggiornamenti sul Gruppo FS Italiane. Account attivo dal lun al ven 8-20, sab/dom 10-18. Festivi esclusi http://t.co/u4eQ3qYRVm http://t.co/4MvMRFIrDo","news",NA,1
"LAConviasa","Linea Aerea Conviasa","Cuenta Oficial de la Aerolinea Bandera de Venezuela. CONVIASA: El Placer de Volar, ente adscrito al Min del P.P. para Transporte y Obras Publicas @minpptt","airline",NA,1
"TweetRAMALAN","Ramalan Indonesia","The LARGEST ASTROLOGY in the WORLD. Check Official Instagram: @Tweet_RAMALAN Contact us : tweetramalan@gmail.com Link APP: https://t.co/L4rxebCSRC","",NA,1
"OnurAir","Onur Air","27 ucaklik filoya ve 6559 koltuk kapasitesine sahip 24 yillik gecmisiyle Turkiye'nin en koklu ozel hava yolu sirketi! 0850 210 66 87","airline",NA,1
"SushmaSwaraj","Sushma Swaraj","Minister of External affairs","person",NA,1
"adidasfootball","adidasfootball","Take your game to another galaxy. #X16 and #ACE16 from the Stellar Pack. #FirstNeverFollows","brand",NA,1
"Starbucks_J","スターバックス コーヒー","こんにちは。スターバックスの公式アカウントです。お店と同じ心地よいS�所にしたいと思っています。パートナー2名で担当しておりお返事しきれないこともあると思いますがご理解ください。なお、店舗・商品などのお問合せは、お客様相談室03-5745-5890（9:00-19:00 年中無l�）でお受けしております。","brand",NA,1
"Banquemondiale","Banque mondiale","Compte Twitter officiel. La mission de la Banque mondiale est de lutter contre la pauvrete en aidant les pays en developpement à effectuer des progrès durables.","other",NA,1
"aena","Aena","Twitter oficial de Aena, primer operador aeroportuario del mundo: 46 aeropuertos y 2 helipuertos en Espana, mas la gestion de otros 16 internacionales","airport",NA,1
"VnukovoAirport","Аэропорт Внуково ","Твиттер Международного аэропорта Внуково. Здесь больше, чем просто пресс-релизы! :)","airport",NA,1
"NrnShrestha","Narayan Shrestha","Media & Poetry. Global Affairs student, University of Baltimore. Interests: political and social affairs. Past: bbcmediaaction, Sajha Sawal. Nepal","person",NA,1
"JulieGichuru","Julie Gichuru","Afro-optimist, wife, mother, change agent, child of God.","person",NA,1
"AJBalkans","Al Jazeera Balkans","Radeći pod sloganom Iz svakog ugla i sa svake strane, Al Jazeera Balkans svojim neovisnim i nepristrasnim izvjestavanjem donosi neispricane price.","news",NA,1
"KSAMOFA","وزارة الخارجية","الحساب الرسمي لوزارة الخارجية السعودية   The official Twitter account of the Ministry of Foreign Affairs of the Kingdom of Saudi Arabia.","other",NA,1
"PalabrasConAmor","Hablamos De Amor","Frases inspiradoras pensamientos para reflexionar.","",NA,1
"Jetstar_Japan","ジェットスター","ジェットスターのおトクなセールや�i��ンペーン情S�を随時配信中彡 お見逃しなく","airline",NA,1
"amrwaked","Amr Waked","سينمائي وموسيقي سفير النوايا الحسنة لمكتب الأمم المتحدة الإقليمي للإيدز Filmmaker and Musician UNAIDS MENA GWA  http://t.co/Lk4Zb0Zd","person",NA,1
"OdontuyaS","Odontuya Saldan","Иргэн Та баялаг Сангийн тэргүүн I АН-ын АЭХ-ны Тэргүүн","person",NA,1
"PhilJones4","Phil Jones","Official Twitter account of Phil Jones.                            @ManUtd & @adidasUK athlete. http://t.co/vmJvynGJkY","",NA,1
"FlyTeamNews","FlyTeam ニュース","航空l�社、マイレージ、空港、航空機機材、アライアンス情S�などの航空関係のニュースをほぼ毎日お届けします。 @FlyTeamJp のニュース配信用アカウントです。FlyTeamは、航空ファン・飛行機n�用者のためのサイトです。搭乗レビューや航空フォトの投稿・公開ができるメンバー機能もあります！","travel",NA,1
"RegSprecher","Steffen Seibert","Hier twittert Steffen Seibert, Sprecher der Bundesregierung und Chef des Bundespresseamtes (BPA). Tweets seiner Mitarbeiter/innen enden mit dem Kurzel (BPA).","",NA,1
"Demberel_S","Demberel Sambuu","Economist by profession,politician by circumstances.RT are not endorsements.","person",NA,1
"TheMithMusic","#3rdAlbumMode.","...Y'all Rap/ I'm Making Contact... Contact: bookthemithmusic@gmail.com","",NA,1
"presidencymv","Presidency Maldives","Official Twitter account of The President's Office. Follow for the latest from President Yameen and his Administration.","person",NA,1
"Waisale_Serevi","Waisale_Serevi","Retired Pro Rugby Player | World Rugby Hall of Famer | Proud Fijian | Prouder Father | @ATAVUS_ Co-Founder | Phil 4:13 | #Blessed","person",NA,1
"lopezdoriga","Joaquin Lopez-Doriga","Periodista. #Chapultepec18. #SiMeDicenNoVengo #Televisa. #RadioFormula. Escribo en #Milenio. #Pumas. https://t.co/LQcyeEiHjR Ya en Periscope","person",NA,1
"KylieJenner","Kylie Jenner","https://t.co/xpTyiQavPr https://t.co/ExGKy1KFmO","person",NA,1
"AJStream","The Stream","The Stream is a web community and daily television show powered by social media and citizen journalism. Now on Al Jazeera English.","channel",NA,1
"KoinangeJeff","Jeff Koinange, MBS","Emmy & Peabody - Award Winning Journalist | Talk Show Host- Jeff Koinange LIVE | Author | Husband | Father & ALL KENYAN, ALL THE TIME!","person",NA,1
"elbegdorj","Цахиагийн ЭЛБЭГДОРЖ","Tsakhiagiin ELBEGDORJ, President of Mongolia | Монгол Улсын Ерөнхийлөгч | МОНГОЛ УЛСЫН ТӨЛӨӨ ЗҮТГЭЕ! |","person",NA,1
"redazioneiene","Le Iene","Segui Le Iene anche su: http://t.co/VW5NBfTbdo       http://t.co/pnB64WspcN","channel",NA,1
"TimesNow","TIMES NOW","Times Now is India's most watched English news channel. Follow us for breaking news & updates.","news",NA,1
"VlatkoVasilj","Влатко Васиљ","��Во гласниот збор ќе го побараме спасот!��","",NA,1
"plustrafik","plusline1800880000","PLUS Berhad, Menara Korporat, Persada PLUS, Persimpangan Bertingkat Subang, KM15, Lebuhraya Baru Lembah Klang, 47301, Petaling Jaya, Selangor Darul Ehsan.","",NA,1
"abuhilalah","ياسر أبوهلالة","الحساب الرسمي للمدير العام لقناة الجزيرة","person",NA,1
"t_ishin","橋下z�","月４s�火曜配信のメールマガジンhttps://t.co/C6tH0gVPNE、直接討論が出来るサ�i��https://t.co/VjvwS7vag1など、橋下z�からの発信は下のHPにてご覧ください！","person",NA,1
"AlHadath","قناة الحدث","#الحدث الإخبارية.. قناة تفاعلية تركز على الأحداث السياسية في المنطقة العربية","news",NA,1
"SulyWay","Suleiman","A proud Jordanian, brainstormer & an entrepreneurial spirit promoter; do consulting, teaching and coaching.. believes in positive change & development","person",NA,1
"Channel9","Channel 9","Official Twitter account for the Nine Network Australia.","channel",NA,1
"canalN_","Canal N","Canal de noticias de 24 horas, con la informacion en vivo de los hechos y el analisis con la opinion mas especializada. Fanpage: https://t.co/zZEuSW2y5l","news",NA,1
"Columbia","Columbia University","For more than 250 years, Columbia has been a leader in higher education in the nation and around the world.","other",NA,1
"dawn_com","Dawn.com","This is http://t.co/vAYXvvKr's live Twitter feed, your window to latest news, analysis and features from Pakistan, South Asia and the world.","channel",NA,1
"rollsroycecars","Rolls-RoyceMotorCars","Welcome to the official home of Rolls-Royce Motor Cars on Twitter. Follow us for news and behind-the-scenes stories on all models.","brand",NA,1
"Tavigustavi","Gustavo Cabana Rodas","Actor comico, imitador y humorista. Mi trabajo es el aire que se vuelve cielo dentro de mi sed","person",NA,1
"USAdarFarsi","USA darFarsi","وزارت امور خارجۀ ایالات متحده آمریکا- ما به زبان فارسی تویت میکنیم و میخواهیم در گفتگوهای شما شرکت کنیم  http://t.co/HjUukVPO","",NA,1
"LaVidaEnLetras","Frases De La Vida","Nada tiene sentido. Disfruta mientras puedas. publicidadvidaenletras@gmail.com","",NA,1
"RedPepperUG","Red Pepper Uganda","The No1 Source for News Breaking around Uganda. And we tweet whatever interests us.","news",NA,1
"khaama","Khaama Press (KP)","Khaama Press (KP) is the largest news agency in Afghanistan with over 1.5 million monthly visitors.","news",NA,1
"juventusfc","JuventusFC","Profilo Twitter ufficiale della Juventus. Seguiteci anche su @juventusfcen, @juventusfces, @juventusfcid, @juventusfcjp e @juventusfcar","",NA,1
"Guide2Uganda","Guide2Uganda","Everything Ugandan. Guide2Uganda provides comprehensive tourism information, events listings, news, accommodation, property & more...","other",NA,1
"amirpaivar","Amir Paivar","BBC Persian TV (BBC World Service) bilingual #business correspondent: reporting from #Iran #economy to lifting #sanctions and #oil prices. #digitalmedia fan.","person",NA,1
"AaronDwiAziz","Aaron Aziz Official","https://t.co/PdgiJ8URgY Syukur Alhamdulilah","person",NA,1
"AerocivilCol","AERONÁUTICA CIVIL","","travel",NA,1
"asmashirazi","Asma Shirazi","Journalist, Winner of 2014 Peter Mackler Award of Courage and Ethical Journalism.","person",NA,1
"therealGnlzamba","ZambalandOutoniTunes","Ernest N. zamba Is an African multi award winner. Hiphop, actor, entrepreneur, educator & C.E.O Baboon Forest Ent) 100% Egalitarian.Bookings: gnlzamba@gmail.com","person",NA,1
"letanewslv","LETA Zinas","Nacionala informacijas aģentura LETA ir lideris informacijas objektiva un daudzpusiga atspogulosana par notikumiem Latvija un pasaule.","person",NA,1
"FlightCentreNZ","Flight Centre NZ","Your first stop for Unbeatable Travel Services - Flights, Holidays, Cruises, Tours, and much more! Also on Facebook http://t.co/XahsUik8FG","brand",NA,1
"carlosdmesag","Carlos de Mesa G.","Historiador, periodista y politico. Ex presidente y Ex vicepresidente de Bolivia","person",NA,1
"malditaternura","beto ortiz","Soy periodista y no tengo amigos, tengo fuentes.","",NA,1
"FIL0S0FIA","Filosofia","Pagina de Filosofia. Escribimos pensamientos filosoficos y reales que te haran pensar y reflexionar... Siguenos tambien en @FlLOSOFIAS https://t.co/gFLflKmcof","",NA,1
"Rwandapolice","Rwanda Police","Rwanda National Police. Service, Protection, Integrity","",NA,1
"marcaPERU","Marca PERU","El Peru es una gran marca y todos estamos invitados a ser sus embajadores. Usa #MarcaPeru y #Peru para permitirnos compartir. Siguenos en Instagram @Peru.","",NA,1
"CherylOfficial","Cheryl","Having a soft heart in a cruel world is courage, not weakness - Katherine Henson","",NA,1
"PObahiagbon","Patrick Obahiagbon","Loyal Servant Of the Federal Republic Of Nigeria.. Maze...","",NA,1
"imMichelleChong","Michelle Chong","Are you ready for LULU THE MOVIE?! https://t.co/neIGgEt1Bb","person",NA,1
"HamzawyAmr","Amr Hamzawy","����أستاذ مساعد العلوم السياسية بجامعة القاهرة والسياسة العامة بالجامعة الأمريكية في القاهرة","",NA,1
"Viasat1Ghana","Viasat 1 Ghana","This is the official Twitter handle for Viasat 1 Ghana, a free-to-air broadcast company in Ghana. Visit https://t.co/fzy1TNW2Z1 for more Viasat1...Your No.1 Entertainer","channel",NA,1
"okanbayulgen","okan bayulgen","baskasinin yararina bedenini, kafa gucunu veya el becerisini kullanarak ucretle calisan kimse","",NA,1
"SexenioMX","Sexenio","Llevamos a las manos de los lideres mexicanos la informacion que determina el rumbo del pais. socios fundadores de la @OMCHH_ORG","news",NA,1
"SuperRugby","Super Rugby","#SuperRugby is the Southern Hemisphere's pre-eminent rugby tournament, featuring 18 teams from across Australia, New Zealand, South Africa, Argentina and Japan.","sports",NA,1
"David_Alaba","David Alaba","#da27 | Meine Kraft liegt in Jesus | Snapchat: da_twentyseven | https://t.co/TwDmp72m9a","person",NA,1
"PUBsingapore","PUB","The official Twitter account for PUB, Singapore's national water agency.","other",NA,1
"BattulgaKh","Battulga Khaltmaa","Chairman of Mongolian Democratic Union, President of Mongolian Judo Association","person",NA,1
"MovieUy","Movie","Cine, teatro, opera, stand up, musica, artes escenicas, festivales, eventos, una comunidad virtual. Evolucionamos. nuestra marca tambien. Veni a Movie, vivilo.","",NA,1
"nwscug","NWSC","We are the leading customer centered water utility in the world. Our customer is King and the reason We exist. Tel:0800200977/0800300977 Email:info@nwsc.co.ug","",NA,1
"JWaninda","Joseph Waninda","Public Health | Social and Behaviour Change Communication | Public Relations | Journalism | and Many other things","",NA,1
"tcbestepe","T.C.Cumhurbaskanliği","","",NA,1
"EJABI_ACI","EJABI","EuroJordanian Advanced Business Institute (EJABI) is the #1 training & consulting provider in Jordan +962 6 4644133","",NA,1
"AuswaertigesAmt","Auswartiges Amt","Aktuelle Nachrichten aus dem Auswartigen Amt - Auf Englisch: @GermanyDiplo - Impressum & Datenschutz: https://t.co/P3JHb7upJo","other",NA,1
"Ulkoministerio","Ulkoministerio","Utrikesministeriet, Ministry for Foreign Affairs of Finland","other",NA,1
"ClaraFrancoR","Clara Franco","Actriz,Cantante,humorista,imitadora. tv, radio,teatro blablabla. #Telecomio @cazados_ok @pequegigantespy ganadora de @parodiandoOk @ViveLaVidaPy @valetodopy","person",NA,1
"TonyOElumelu","Tony O. Elumelu, CON","Widely acknowledged as one of Africa's most influential business leaders and philanthropists. Chairman of @Heirs_Holdings and Founder @TonyElumeluFDN","person",NA,1
"TonyElumeluFDN","Tony Elumelu FDN","African-based African-funded philanthropic organisation. Founded in 2010, our mission is to support entrepreneurship in Africa.","",NA,1
"elissakh","Elissa","Intl. Lebanese artist. Global awards winner. Rooted in #Mawtini. Women's rights advocate #Yamrayti. Love/Live my fans/music album #saharnayaleil","",NA,1
"jamesdrodriguez","James Rodriguez","Colombiano, jugador del Real Madrid C. F. y Seleccion Colombia, Bienvenidos. Hijo de Dios. #colombiasomostodos Si crees en ti, ni el cielo sera tu limite.","",NA,1
"AerLingus","Aer Lingus","We're here weekdays from 8am-6pm (Ireland) for anything that can be handled in 140 characters :) Contact us: https://t.co/vYjDNKUdYC","airline",NA,1
"EmiratesIDUAE","Emirates ID","للاستفسارات تواصلوا مع For inquiries please contact @EmiratesID_HELP","airline",NA,1
"liamfoxabc","Liam Fox","ABC News Pacific Affairs Reporter. Former #PNG Correspondent. News and musings on all things Pacific.","person",NA,1
"zrh_airport","Zurich Airport","The official twitter account of Zurich Airport. Facebook: https://t.co/PTTqNnMS9I Instagram: https://t.co/U98JzMAcLe","airport",NA,1
"humasqureshi","Huma Qureshi","Actor, writer, traveller, foodie, passionate, foolish, all heart leonine ...","person",NA,1
